response_id,student_id,question_id,assessment_id,is_correct,response_date
RESP05472,STU026,Q003-12,ASS003,0,2024-11-10
RESP05473,STU026,Q003-13,ASS003,1,2024-11-10
RESP05474,STU026,Q003-14,ASS003,1,2024-11-10
RESP05475,STU026,Q003-15,ASS003,0,2024-11-10
RESP05476,STU026,Q003-16,ASS003,0,2024-11-10
RESP05477,STU026,Q003-17,ASS003,0,2024-11-10
RESP05478,STU026,Q003-18,ASS003,0,2024-11-10
RESP05479,STU027,Q003-01,ASS003,1,2024-11-10
RESP05480,STU027,Q003-02,ASS003,0,2024-11-10
RESP05481,STU027,Q003-03,ASS003,0,2024-11-10
RESP05482,STU027,Q003-04,ASS003,1,2024-11-10
RESP05483,STU027,Q003-05,ASS003,0,2024-11-10
RESP05484,STU027,Q003-06,ASS003,0,2024-11-10
RESP05485,STU027,Q003-07,ASS003,0,2024-11-10
RESP05486,STU027,Q003-08,ASS003,1,2024-11-10
RESP05487,STU027,Q003-09,ASS003,0,2024-11-10
RESP05488,STU027,Q003-10,ASS003,0,2024-11-10
RESP05489,STU027,Q003-11,ASS003,0,2024-11-10
RESP05490,STU027,Q003-12,ASS003,1,2024-11-10
RESP05491,STU027,Q003-13,ASS003,0,2024-11-10
RESP05492,STU027,Q003-14,ASS003,0,2024-11-10
RESP05493,STU027,Q003-15,ASS003,0,2024-11-10
RESP05494,STU027,Q003-16,ASS003,0,2024-11-10
RESP05495,STU027,Q003-17,ASS003,0,2024-11-10
RESP05496,STU027,Q003-18,ASS003,0,2024-11-10
RESP05497,STU028,Q003-01,ASS003,1,2024-11-10
RESP05498,STU028,Q003-02,ASS003,1,2024-11-10
RESP05499,STU028,Q003-03,ASS003,1,2024-11-10
RESP05500,STU028,Q003-04,ASS003,0,2024-11-10
RESP05501,STU028,Q003-05,ASS003,0,2024-11-10
RESP05502,STU028,Q003-06,ASS003,1,2024-11-10
RESP05503,STU028,Q003-07,ASS003,1,2024-11-10
RESP05504,STU028,Q003-08,ASS003,0,2024-11-10
RESP05505,STU028,Q003-09,ASS003,0,2024-11-10
RESP05506,STU028,Q003-10,ASS003,0,2024-11-10
RESP05507,STU028,Q003-11,ASS003,0,2024-11-10
RESP05508,STU028,Q003-12,ASS003,0,2024-11-10
RESP05509,STU028,Q003-13,ASS003,1,2024-11-10
RESP05510,STU028,Q003-14,ASS003,0,2024-11-10
RESP05511,STU028,Q003-15,ASS003,1,2024-11-10
RESP05512,STU028,Q003-16,ASS003,0,2024-11-10
RESP05513,STU028,Q003-17,ASS003,0,2024-11-10
RESP05514,STU028,Q003-18,ASS003,1,2024-11-10
RESP05515,STU029,Q003-01,ASS003,0,2024-11-10
RESP05516,STU029,Q003-02,ASS003,1,2024-11-10
RESP05517,STU029,Q003-03,ASS003,0,2024-11-10
RESP05518,STU029,Q003-04,ASS003,1,2024-11-10
RESP05519,STU029,Q003-05,ASS003,0,2024-11-10
RESP05520,STU029,Q003-06,ASS003,0,2024-11-10
RESP05521,STU029,Q003-07,ASS003,1,2024-11-10
RESP05522,STU029,Q003-08,ASS003,0,2024-11-10
RESP05523,STU029,Q003-09,ASS003,0,2024-11-10
RESP05524,STU029,Q003-10,ASS003,0,2024-11-10
RESP05525,STU029,Q003-11,ASS003,1,2024-11-10
RESP05526,STU029,Q003-12,ASS003,0,2024-11-10
RESP05527,STU029,Q003-13,ASS003,0,2024-11-10
RESP05528,STU029,Q003-13,ASS003,0,2024-11-10
RESP05529,STU029,Q003-14,ASS003,0,2024-11-10
RESP05530,STU029,Q003-15,ASS003,0,2024-11-10
RESP05531,STU029,Q003-16,ASS003,0,2024-11-10
RESP05532,STU029,Q003-17,ASS003,1,2024-11-10
RESP05533,STU029,Q003-18,ASS003,1,2024-11-10
RESP05534,STU030,Q003-01,ASS003,1,2024-11-10
RESP05535,STU030,Q003-02,ASS003,1,2024-11-10
RESP05536,STU030,Q003-03,ASS003,1,2024-11-10
RESP05537,STU030,Q003-04,ASS003,1,2024-11-10
RESP05538,STU030,Q003-05,ASS003,1,2024-11-10
RESP05539,STU030,Q003-06,ASS003,0,2024-11-10
RESP05540,STU030,Q003-07,ASS003,1,2024-11-10
RESP05541,STU030,Q003-08,ASS003,1,2024-11-10
RESP05542,STU030,Q003-09,ASS003,1,2024-11-10
RESP05543,STU030,Q003-10,ASS003,1,2024-11-10
RESP05544,STU030,Q003-11,ASS003,1,2024-11-10
RESP05545,STU030,Q003-12,ASS003,1,2024-11-10
RESP05546,STU030,Q003-13,ASS003,1,2024-11-10
RESP05547,STU030,Q003-14,ASS003,1,2024-11-10
RESP05548,STU030,Q003-15,ASS003,1,2024-11-10
RESP05549,STU030,Q003-16,ASS003,1,2024-11-10
RESP05550,STU030,Q003-17,ASS003,1,2024-11-10
RESP05551,STU030,Q003-18,ASS003,1,2024-11-10
RESP05552,STU031,Q003-01,ASS003,1,2024-11-10
RESP05553,STU031,Q003-02,ASS003,0,2024-11-10
RESP05554,STU031,Q003-03,ASS003,0,2024-11-10
RESP05555,STU031,Q003-04,ASS003,0,2024-11-10
RESP05556,STU031,Q003-05,ASS003,1,2024-11-10
RESP05557,STU031,Q003-06,ASS003,0,2024-11-10
RESP05558,STU031,Q003-07,ASS003,1,2024-11-10
RESP05559,STU031,Q003-08,ASS003,0,2024-11-10
RESP05560,STU031,Q003-09,ASS003,1,2024-11-10
RESP05561,STU031,Q003-10,ASS003,0,2024-11-10
RESP05562,STU031,Q003-11,ASS003,0,2024-11-10
RESP05563,STU031,Q003-12,ASS003,0,2024-11-10
RESP05564,STU031,Q003-12,ASS003,0,2024-11-10
RESP05565,STU031,Q003-13,ASS003,1,2024-11-10
RESP05566,STU031,Q003-14,ASS003,0,2024-11-10
RESP05567,STU031,Q003-15,ASS003,1,2024-11-10
RESP05568,STU031,Q003-16,ASS003,1,2024-11-10
RESP05569,STU031,Q003-17,ASS003,1,2024-11-10
RESP05570,STU031,Q003-18,ASS003,1,2024-11-10
RESP05571,STU032,Q003-01,ASS003,1,2024-11-10
RESP05572,STU032,Q003-02,ASS003,1,2024-11-10
RESP05573,STU032,Q003-03,ASS003,1,2024-11-10
RESP05574,STU032,Q003-03,ASS003,1,2024-11-10
RESP05575,STU032,Q003-04,ASS003,1,2024-11-10
RESP05576,STU032,Q003-05,ASS003,1,2024-11-10
RESP05577,STU032,Q003-06,ASS003,1,2024-11-10
RESP05578,STU032,Q003-07,ASS003,1,2024-11-10
RESP05579,STU032,Q003-08,ASS003,1,2024-11-10
RESP05580,STU032,Q003-09,ASS003,1,2024-11-10
RESP05581,STU032,Q003-10,ASS003,1,2024-11-10
RESP05582,STU032,Q003-11,ASS003,1,2024-11-10
RESP05583,STU032,Q003-12,ASS003,1,2024-11-10
RESP05584,STU032,Q003-13,ASS003,1,2024-11-10
RESP05585,STU032,Q003-14,ASS003,1,2024-11-10
RESP05586,STU032,Q003-15,ASS003,0,2024-11-10
RESP05587,STU032,Q003-16,ASS003,0,2024-11-10
RESP05588,STU032,Q003-17,ASS003,1,2024-11-10
RESP05589,STU032,Q003-18,ASS003,0,2024-11-10
RESP05590,STU033,Q003-01,ASS003,1,2024-11-10
RESP05591,STU033,Q003-02,ASS003,1,2024-11-10
RESP05592,STU033,Q003-03,ASS003,1,2024-11-10
RESP05593,STU033,Q003-04,ASS003,1,2024-11-10
RESP05594,STU033,Q003-05,ASS003,0,2024-11-10
RESP05595,STU033,Q003-06,ASS003,1,2024-11-10
RESP05596,STU033,Q003-07,ASS003,1,2024-11-10
RESP05597,STU033,Q003-08,ASS003,0,2024-11-10
RESP05598,STU033,Q003-09,ASS003,1,2024-11-10
RESP05599,STU033,Q003-10,ASS003,1,2024-11-10
RESP05600,STU033,Q003-11,ASS003,1,2024-11-10
RESP05601,STU033,Q003-12,ASS003,1,2024-11-10
RESP05602,STU033,Q003-13,ASS003,0,2024-11-10
RESP05603,STU033,Q003-14,ASS003,0,2024-11-10
RESP05604,STU033,Q003-15,ASS003,0,2024-11-10
RESP05605,STU033,Q003-16,ASS003,1,2024-11-10
RESP05606,STU033,Q003-17,ASS003,0,2024-11-10
RESP05607,STU033,Q003-18,ASS003,1,2024-11-10
RESP05608,STU034,Q003-01,ASS003,0,2024-11-10
RESP05609,STU034,Q003-02,ASS003,0,2024-11-10
RESP05610,STU034,Q003-03,ASS003,0,2024-11-10
RESP05611,STU034,Q003-04,ASS003,0,2024-11-10
RESP05612,STU034,Q003-05,ASS003,0,2024-11-10
RESP05613,STU034,Q003-06,ASS003,0,2024-11-10
RESP05614,STU034,Q003-07,ASS003,0,2024-11-10
RESP05615,STU034,Q003-08,ASS003,1,2024-11-10
RESP05616,STU034,Q003-09,ASS003,0,2024-11-10
RESP05617,STU034,Q003-10,ASS003,0,2024-11-10
RESP05618,STU034,Q003-11,ASS003,0,2024-11-10
RESP05619,STU034,Q003-12,ASS003,0,2024-11-10
RESP05620,STU034,Q003-13,ASS003,1,2024-11-10
RESP05621,STU034,Q003-14,ASS003,1,2024-11-10
RESP05622,STU034,Q003-15,ASS003,0,2024-11-10
RESP05623,STU034,Q003-16,ASS003,0,2024-11-10
RESP05624,STU034,Q003-17,ASS003,0,2024-11-10
RESP05625,STU034,Q003-18,ASS003,1,2024-11-10
RESP05626,STU035,Q003-01,ASS003,1,2024-11-10
RESP05627,STU035,Q003-01,ASS003,1,2024-11-10
RESP05628,STU035,Q003-02,ASS003,0,2024-11-10
RESP05629,STU035,Q003-03,ASS003,1,2024-11-10
RESP05630,STU035,Q003-04,ASS003,0,2024-11-10
RESP05631,STU035,Q003-05,ASS003,0,2024-11-10
RESP05632,STU035,Q003-06,ASS003,1,2024-11-10
RESP05633,STU035,Q003-07,ASS003,0,2024-11-10
RESP05634,STU035,Q003-08,ASS003,0,2024-11-10
RESP05635,STU035,Q003-09,ASS003,0,2024-11-10
RESP05636,STU035,Q003-10,ASS003,0,2024-11-10
RESP05637,STU035,Q003-11,ASS003,1,2024-11-10
RESP05638,STU035,Q003-12,ASS003,1,2024-11-10
RESP05639,STU035,Q003-13,ASS003,0,2024-11-10
RESP05640,STU035,Q003-14,ASS003,0,2024-11-10
RESP05641,STU035,Q003-15,ASS003,0,2024-11-10
RESP05642,STU035,Q003-16,ASS003,0,2024-11-10
RESP05643,STU035,Q003-17,ASS003,1,2024-11-10
RESP05644,STU035,Q003-18,ASS003,0,2024-11-10
RESP05645,STU036,Q003-01,ASS003,1,2024-11-10
RESP05646,STU036,Q003-02,ASS003,0,2024-11-10
RESP05647,STU036,Q003-03,ASS003,0,2024-11-10
RESP05648,STU036,Q003-04,ASS003,0,2024-11-10
RESP05649,STU036,Q003-05,ASS003,0,2024-11-10
RESP05650,STU036,Q003-06,ASS003,0,2024-11-10
RESP05651,STU036,Q003-06,ASS003,0,2024-11-10
RESP05652,STU036,Q003-07,ASS003,0,2024-11-10
RESP05653,STU036,Q003-08,ASS003,0,2024-11-10
RESP05654,STU036,Q003-09,ASS003,1,2024-11-10
RESP05655,STU036,Q003-10,ASS003,1,2024-11-10
RESP05656,STU036,Q003-11,ASS003,0,2024-11-10
RESP05657,STU036,Q003-12,ASS003,1,2024-11-10
RESP05658,STU036,Q003-13,ASS003,0,2024-11-10
RESP05659,STU036,Q003-14,ASS003,0,2024-11-10
RESP05660,STU036,Q003-15,ASS003,0,2024-11-10
RESP05661,STU036,Q003-16,ASS003,0,2024-11-10
RESP05662,STU036,Q003-17,ASS003,0,2024-11-10
RESP05663,STU036,Q003-18,ASS003,0,2024-11-10
RESP05664,STU037,Q003-01,ASS003,1,2024-11-10
RESP05665,STU037,Q003-02,ASS003,0,2024-11-10
RESP05666,STU037,Q003-03,ASS003,0,2024-11-10
RESP05667,STU037,Q003-03,ASS003,0,2024-11-10
RESP05668,STU037,Q003-04,ASS003,1,2024-11-10
RESP05669,STU037,Q003-05,ASS003,0,2024-11-10
RESP05670,STU037,Q003-06,ASS003,1,2024-11-10
RESP05671,STU037,Q003-07,ASS003,1,2024-11-10
RESP05672,STU037,Q003-08,ASS003,0,2024-11-10
RESP05673,STU037,Q003-09,ASS003,0,2024-11-10
RESP05674,STU037,Q003-10,ASS003,1,2024-11-10
RESP05675,STU037,Q003-11,ASS003,0,2024-11-10
RESP05676,STU037,Q003-11,ASS003,0,2024-11-10
RESP05677,STU037,Q003-12,ASS003,0,2024-11-10
RESP05678,STU037,Q003-13,ASS003,1,2024-11-10
RESP05679,STU037,Q003-14,ASS003,0,2024-11-10
RESP05680,STU037,Q003-15,ASS003,1,2024-11-10
RESP05681,STU037,Q003-16,ASS003,0,2024-11-10
RESP05682,STU037,Q003-17,ASS003,0,2024-11-10
RESP05683,STU037,Q003-18,ASS003,0,2024-11-10
RESP05684,STU038,Q003-01,ASS003,1,2024-11-10
RESP05685,STU038,Q003-02,ASS003,1,2024-11-10
RESP05686,STU038,Q003-03,ASS003,1,2024-11-10
RESP05687,STU038,Q003-04,ASS003,0,2024-11-10
RESP05688,STU038,Q003-05,ASS003,0,2024-11-10
RESP05689,STU038,Q003-06,ASS003,0,2024-11-10
RESP05690,STU038,Q003-06,ASS003,0,2024-11-10
RESP05691,STU038,Q003-07,ASS003,1,2024-11-10
RESP05692,STU038,Q003-08,ASS003,1,2024-11-10
RESP05693,STU038,Q003-09,ASS003,1,2024-11-10
RESP05694,STU038,Q003-10,ASS003,1,2024-11-10
RESP05695,STU038,Q003-11,ASS003,1,2024-11-10
RESP05696,STU038,Q003-12,ASS003,0,2024-11-10
RESP05697,STU038,Q003-13,ASS003,0,2024-11-10
RESP05698,STU038,Q003-14,ASS003,0,2024-11-10
RESP05699,STU038,Q003-15,ASS003,0,2024-11-10
RESP05700,STU038,Q003-16,ASS003,1,2024-11-10
RESP05701,STU038,Q003-17,ASS003,0,2024-11-10
RESP05702,STU038,Q003-18,ASS003,1,2024-11-10
RESP05703,STU039,Q003-01,ASS003,0,2024-11-10
RESP05704,STU039,Q003-02,ASS003,1,2024-11-10
RESP05705,STU039,Q003-03,ASS003,1,2024-11-10
RESP05706,STU039,Q003-04,ASS003,1,2024-11-10
RESP05707,STU039,Q003-05,ASS003,1,2024-11-10
RESP05708,STU039,Q003-06,ASS003,1,2024-11-10
RESP05709,STU039,Q003-07,ASS003,1,2024-11-10
RESP05710,STU039,Q003-08,ASS003,1,2024-11-10
RESP05711,STU039,Q003-09,ASS003,0,2024-11-10
RESP05712,STU039,Q003-10,ASS003,0,2024-11-10
RESP05713,STU039,Q003-11,ASS003,1,2024-11-10
RESP05714,STU039,Q003-12,ASS003,0,2024-11-10
RESP05715,STU039,Q003-13,ASS003,0,2024-11-10
RESP05716,STU039,Q003-14,ASS003,1,2024-11-10
RESP05717,STU039,Q003-15,ASS003,0,2024-11-10
RESP05718,STU039,Q003-16,ASS003,0,2024-11-10
RESP05719,STU039,Q003-17,ASS003,1,2024-11-10
RESP05720,STU039,Q003-18,ASS003,0,2024-11-10
RESP05721,STU040,Q003-01,ASS003,1,2024-11-10
RESP05722,STU040,Q003-02,ASS003,1,2024-11-10
RESP05723,STU040,Q003-03,ASS003,1,2024-11-10
RESP05724,STU040,Q003-04,ASS003,1,2024-11-10
RESP05725,STU040,Q003-05,ASS003,0,2024-11-10
RESP05726,STU040,Q003-06,ASS003,1,2024-11-10
RESP05727,STU040,Q003-07,ASS003,0,2024-11-10
RESP05728,STU040,Q003-08,ASS003,1,2024-11-10
RESP05729,STU040,Q003-09,ASS003,0,2024-11-10
RESP05730,STU040,Q003-10,ASS003,0,2024-11-10
RESP05731,STU040,Q003-11,ASS003,0,2024-11-10
RESP05732,STU040,Q003-12,ASS003,1,2024-11-10
RESP05733,STU040,Q003-13,ASS003,0,2024-11-10
RESP05734,STU040,Q003-14,ASS003,0,2024-11-10
RESP05735,STU040,Q003-15,ASS003,0,2024-11-10
RESP05736,STU040,Q003-16,ASS003,0,2024-11-10
RESP05737,STU040,Q003-17,ASS003,0,2024-11-10
RESP05738,STU040,Q003-18,ASS003,1,2024-11-10
RESP05739,STU041,Q003-01,ASS003,1,2024-11-10
RESP05740,STU041,Q003-02,ASS003,1,2024-11-10
RESP05741,STU041,Q003-03,ASS003,1,2024-11-10
RESP05742,STU041,Q003-04,ASS003,0,2024-11-10
RESP05743,STU041,Q003-05,ASS003,0,2024-11-10
RESP05744,STU041,Q003-06,ASS003,1,2024-11-10
RESP05745,STU041,Q003-07,ASS003,1,2024-11-10
RESP05746,STU041,Q003-08,ASS003,0,2024-11-10
RESP05747,STU041,Q003-09,ASS003,0,2024-11-10
RESP05748,STU041,Q003-10,ASS003,0,2024-11-10
RESP05749,STU041,Q003-11,ASS003,0,2024-11-10
RESP05750,STU041,Q003-12,ASS003,1,2024-11-10
RESP05751,STU041,Q003-13,ASS003,0,2024-11-10
RESP05752,STU041,Q003-14,ASS003,1,2024-11-10
RESP05753,STU041,Q003-15,ASS003,1,2024-11-10
RESP05754,STU041,Q003-15,ASS003,1,2024-11-10
RESP05755,STU041,Q003-16,ASS003,1,2024-11-10
RESP05756,STU041,Q003-17,ASS003,1,2024-11-10
RESP05757,STU041,Q003-18,ASS003,1,2024-11-10
RESP05758,STU042,Q003-01,ASS003,1,2024-11-10
RESP05759,STU042,Q003-02,ASS003,1,2024-11-10
RESP05760,STU042,Q003-03,ASS003,1,2024-11-10
RESP05761,STU042,Q003-04,ASS003,0,2024-11-10
RESP05762,STU042,Q003-05,ASS003,1,2024-11-10
RESP05763,STU042,Q003-06,ASS003,1,2024-11-10
RESP05764,STU042,Q003-07,ASS003,1,2024-11-10
RESP05765,STU042,Q003-08,ASS003,1,2024-11-10
RESP05766,STU042,Q003-09,ASS003,1,2024-11-10
RESP05767,STU042,Q003-10,ASS003,1,2024-11-10
RESP05768,STU042,Q003-11,ASS003,1,2024-11-10
RESP05769,STU042,Q003-12,ASS003,1,2024-11-10
RESP05770,STU042,Q003-13,ASS003,1,2024-11-10
RESP05771,STU042,Q003-14,ASS003,1,2024-11-10
RESP05772,STU042,Q003-15,ASS003,1,2024-11-10
RESP05773,STU042,Q003-16,ASS003,1,2024-11-10
RESP05774,STU042,Q003-17,ASS003,1,2024-11-10
RESP05775,STU042,Q003-17,ASS003,1,2024-11-10
RESP05776,STU042,Q003-18,ASS003,1,2024-11-10
RESP05777,STU043,Q003-01,ASS003,0,2024-11-10
RESP05778,STU043,Q003-02,ASS003,0,2024-11-10
RESP05779,STU043,Q003-03,ASS003,1,2024-11-10
RESP05780,STU043,Q003-04,ASS003,1,2024-11-10
RESP05781,STU043,Q003-05,ASS003,1,2024-11-10
RESP05782,STU043,Q003-06,ASS003,1,2024-11-10
RESP05783,STU043,Q003-07,ASS003,0,2024-11-10
RESP05784,STU043,Q003-08,ASS003,1,2024-11-10
RESP05785,STU043,Q003-09,ASS003,0,2024-11-10
RESP05786,STU043,Q003-10,ASS003,0,2024-11-10
RESP05787,STU043,Q003-11,ASS003,1,2024-11-10
RESP05788,STU043,Q003-12,ASS003,1,2024-11-10
RESP05789,STU043,Q003-13,ASS003,1,2024-11-10
RESP05790,STU043,Q003-14,ASS003,1,2024-11-10
RESP05791,STU043,Q003-15,ASS003,1,2024-11-10
RESP05792,STU043,Q003-16,ASS003,0,2024-11-10
RESP05793,STU043,Q003-17,ASS003,1,2024-11-10
RESP05794,STU043,Q003-18,ASS003,1,2024-11-10
RESP05795,STU044,Q003-01,ASS003,0,2024-11-10
RESP05796,STU044,Q003-02,ASS003,0,2024-11-10
RESP05797,STU044,Q003-03,ASS003,1,2024-11-10
RESP05798,STU044,Q003-03,ASS003,1,2024-11-10
RESP05799,STU044,Q003-04,ASS003,0,2024-11-10
RESP05800,STU044,Q003-05,ASS003,0,2024-11-10
RESP05801,STU044,Q003-06,ASS003,0,2024-11-10
RESP05802,STU044,Q003-07,ASS003,0,2024-11-10
RESP05803,STU044,Q003-08,ASS003,1,2024-11-10
RESP05804,STU044,Q003-09,ASS003,1,2024-11-10
RESP05805,STU044,Q003-10,ASS003,0,2024-11-10
RESP05806,STU044,Q003-11,ASS003,1,2024-11-10
RESP05807,STU044,Q003-12,ASS003,0,2024-11-10
RESP05808,STU044,Q003-13,ASS003,1,2024-11-10
RESP05809,STU044,Q003-14,ASS003,0,2024-11-10
RESP05810,STU044,Q003-15,ASS003,0,2024-11-10
RESP05811,STU044,Q003-16,ASS003,0,2024-11-10
RESP05812,STU044,Q003-16,ASS003,0,2024-11-10
RESP05813,STU044,Q003-17,ASS003,0,2024-11-10
RESP05814,STU044,Q003-18,ASS003,0,2024-11-10
RESP05815,STU045,Q003-01,ASS003,0,2024-11-10
RESP05816,STU045,Q003-02,ASS003,1,2024-11-10
RESP05817,STU045,Q003-03,ASS003,1,2024-11-10
RESP05818,STU045,Q003-04,ASS003,0,2024-11-10
RESP05819,STU045,Q003-05,ASS003,1,2024-11-10
RESP05820,STU045,Q003-06,ASS003,1,2024-11-10
RESP05821,STU045,Q003-07,ASS003,1,2024-11-10
RESP05822,STU045,Q003-07,ASS003,1,2024-11-10
RESP05823,STU045,Q003-08,ASS003,1,2024-11-10
RESP05824,STU045,Q003-09,ASS003,1,2024-11-10
RESP05825,STU045,Q003-10,ASS003,0,2024-11-10
RESP05826,STU045,Q003-11,ASS003,1,2024-11-10
RESP05827,STU045,Q003-12,ASS003,1,2024-11-10
RESP05828,STU045,Q003-13,ASS003,0,2024-11-10
RESP05829,STU045,Q003-14,ASS003,0,2024-11-10
RESP05830,STU045,Q003-15,ASS003,0,2024-11-10
RESP05831,STU045,Q003-16,ASS003,1,2024-11-10
RESP05832,STU045,Q003-17,ASS003,0,2024-11-10
RESP05833,STU045,Q003-18,ASS003,0,2024-11-10
RESP05834,STU046,Q003-01,ASS003,1,2024-11-10
RESP05835,STU046,Q003-02,ASS003,0,2024-11-10
RESP05836,STU046,Q003-03,ASS003,1,2024-11-10
RESP05837,STU046,Q003-04,ASS003,1,2024-11-10
RESP05838,STU046,Q003-05,ASS003,1,2024-11-10
RESP05839,STU046,Q003-06,ASS003,1,2024-11-10
RESP05840,STU046,Q003-07,ASS003,0,2024-11-10
RESP05841,STU046,Q003-08,ASS003,0,2024-11-10
RESP05842,STU046,Q003-09,ASS003,1,2024-11-10
RESP05843,STU046,Q003-10,ASS003,0,2024-11-10
RESP05844,STU046,Q003-11,ASS003,1,2024-11-10
RESP05845,STU046,Q003-12,ASS003,0,2024-11-10
RESP05846,STU046,Q003-12,ASS003,0,2024-11-10
RESP05847,STU046,Q003-13,ASS003,0,2024-11-10
RESP05848,STU046,Q003-14,ASS003,0,2024-11-10
RESP05849,STU046,Q003-15,ASS003,0,2024-11-10
RESP05850,STU046,Q003-16,ASS003,0,2024-11-10
RESP05851,STU046,Q003-17,ASS003,0,2024-11-10
RESP05852,STU046,Q003-18,ASS003,0,2024-11-10
RESP05853,STU047,Q003-01,ASS003,0,2024-11-10
RESP05854,STU047,Q003-02,ASS003,1,2024-11-10
RESP05855,STU047,Q003-03,ASS003,0,2024-11-10
RESP05856,STU047,Q003-04,ASS003,0,2024-11-10
RESP05857,STU047,Q003-05,ASS003,0,2024-11-10
RESP05858,STU047,Q003-06,ASS003,0,2024-11-10
RESP05859,STU047,Q003-07,ASS003,0,2024-11-10
RESP05860,STU047,Q003-08,ASS003,0,2024-11-10
RESP05861,STU047,Q003-09,ASS003,0,2024-11-10
RESP05862,STU047,Q003-09,ASS003,0,2024-11-10
RESP05863,STU047,Q003-10,ASS003,0,2024-11-10
RESP05864,STU047,Q003-11,ASS003,1,2024-11-10
RESP05865,STU047,Q003-12,ASS003,0,2024-11-10
RESP05866,STU047,Q003-13,ASS003,0,2024-11-10
RESP05867,STU047,Q003-14,ASS003,0,2024-11-10
RESP05868,STU047,Q003-15,ASS003,0,2024-11-10
RESP05869,STU047,Q003-16,ASS003,0,2024-11-10
RESP05870,STU047,Q003-17,ASS003,0,2024-11-10
RESP05871,STU047,Q003-18,ASS003,0,2024-11-10
RESP05872,STU048,Q003-01,ASS003,1,2024-11-10
RESP05873,STU048,Q003-02,ASS003,1,2024-11-10
RESP05874,STU048,Q003-03,ASS003,1,2024-11-10
RESP05875,STU048,Q003-04,ASS003,0,2024-11-10
RESP05876,STU048,Q003-05,ASS003,0,2024-11-10
RESP05877,STU048,Q003-06,ASS003,1,2024-11-10
RESP05878,STU048,Q003-07,ASS003,1,2024-11-10
RESP05879,STU048,Q003-08,ASS003,1,2024-11-10
RESP05880,STU048,Q003-09,ASS003,0,2024-11-10
RESP05881,STU048,Q003-10,ASS003,1,2024-11-10
RESP05882,STU048,Q003-10,ASS003,1,2024-11-10
RESP05883,STU048,Q003-11,ASS003,0,2024-11-10
RESP05884,STU048,Q003-12,ASS003,1,2024-11-10
RESP05885,STU048,Q003-13,ASS003,1,2024-11-10
RESP05886,STU048,Q003-14,ASS003,0,2024-11-10
RESP05887,STU048,Q003-15,ASS003,1,2024-11-10
RESP05888,STU048,Q003-16,ASS003,1,2024-11-10
RESP05889,STU048,Q003-17,ASS003,0,2024-11-10
RESP05890,STU048,Q003-18,ASS003,1,2024-11-10
RESP05891,STU049,Q003-01,ASS003,0,2024-11-10
RESP05892,STU049,Q003-02,ASS003,0,2024-11-10
RESP05893,STU049,Q003-03,ASS003,0,2024-11-10
RESP05894,STU049,Q003-04,ASS003,1,2024-11-10
RESP05895,STU049,Q003-05,ASS003,0,2024-11-10
RESP05896,STU049,Q003-06,ASS003,1,2024-11-10
RESP05897,STU049,Q003-07,ASS003,1,2024-11-10
RESP05898,STU049,Q003-08,ASS003,0,2024-11-10
RESP05899,STU049,Q003-09,ASS003,0,2024-11-10
RESP05900,STU049,Q003-09,ASS003,0,2024-11-10
RESP05901,STU049,Q003-10,ASS003,0,2024-11-10
RESP05902,STU049,Q003-11,ASS003,1,2024-11-10
RESP05903,STU049,Q003-12,ASS003,0,2024-11-10
RESP05904,STU049,Q003-13,ASS003,0,2024-11-10
RESP05905,STU049,Q003-14,ASS003,0,2024-11-10
RESP05906,STU049,Q003-15,ASS003,0,2024-11-10
RESP05907,STU049,Q003-16,ASS003,0,2024-11-10
RESP05908,STU049,Q003-17,ASS003,1,2024-11-10
RESP05909,STU049,Q003-18,ASS003,1,2024-11-10
RESP05910,STU050,Q003-01,ASS003,0,2024-11-10
RESP05911,STU050,Q003-02,ASS003,1,2024-11-10
RESP05912,STU050,Q003-03,ASS003,1,2024-11-10
RESP05913,STU050,Q003-04,ASS003,1,2024-11-10
RESP05914,STU050,Q003-05,ASS003,0,2024-11-10
RESP05915,STU050,Q003-05,ASS003,0,2024-11-10
RESP05916,STU050,Q003-06,ASS003,1,2024-11-10
RESP05917,STU050,Q003-07,ASS003,1,2024-11-10
RESP05918,STU050,Q003-08,ASS003,0,2024-11-10
RESP05919,STU050,Q003-09,ASS003,1,2024-11-10
RESP05920,STU050,Q003-10,ASS003,1,2024-11-10
RESP05921,STU050,Q003-11,ASS003,1,2024-11-10
RESP05922,STU050,Q003-12,ASS003,1,2024-11-10
RESP05923,STU050,Q003-13,ASS003,0,2024-11-10
RESP05924,STU050,Q003-14,ASS003,0,2024-11-10
RESP05925,STU050,Q003-14,ASS003,0,2024-11-10
RESP05926,STU050,Q003-15,ASS003,0,2024-11-10
RESP05927,STU050,Q003-16,ASS003,0,2024-11-10
RESP05928,STU050,Q003-17,ASS003,0,2024-11-10
RESP05929,STU050,Q003-18,ASS003,1,2024-11-10
RESP05930,STU051,Q003-01,ASS003,1,2024-11-10
RESP05931,STU051,Q003-02,ASS003,0,2024-11-10
RESP05932,STU051,Q003-03,ASS003,0,2024-11-10
RESP05933,STU051,Q003-04,ASS003,0,2024-11-10
RESP05934,STU051,Q003-05,ASS003,0,2024-11-10
RESP05935,STU051,Q003-06,ASS003,0,2024-11-10
RESP05936,STU051,Q003-07,ASS003,1,2024-11-10
