loan_id,loan_grade,loan_subgrade,grade_mismatch_flag,loan_purpose,loan_term_months,loan_amount,loan_amount_clean,loan_amount_flag,interest_rate,interest_rate_clean,interest_rate_flag,installment,issue_date,first_payment_date,date_sequence_flag,loan_status,total_payment,principal_received,interest_received,charged_off_amount,credit_score_clean,credit_score_flag,credit_score,dti,dti_clean,dti_flag,annual_income,employment_length,employment_length_clean,home_ownership,addr_state,state_name,state_flag
LN002277,C,C1,OK,vacation,36,27700,27700,OK,14.72,14.72,OK,956.44,11/15/2021,12/19/2021,OK,Fully Paid,34361.55,27700,6661.55,0,718,OK,718,5.28,5.28,OK,188600,1 year,1 year,MORTGAGE,ID,Idaho,OK
LN003411,B,B1,OK,car,60,4800,4800,OK,10.01,10.01,OK,102.01,1/2/2023,2/5/2023,OK,Current,4284.42,2784.87,1499.55,0,805,OK,805,31.58,31.58,OK,150900,7 years,7 years,MORTGAGE,NE,Nebraska,OK
LN001266,A,A3,OK,medical,36,5700,5700,OK,5.87,5.87,OK,173.07,2/21/2023,3/24/2023,OK,Late (31-120 Days),865.35,605.75,259.61,0,817,OK,817,17.77,17.77,OK,124900,7 years,7 years,RENT,NC,North Carolina,OK
LN000484,D,D4,OK,small_business,60,34000,34000,OK,17.8,17.8,OK,859.68,4/5/2023,5/6/2023,OK,Fully Paid,50783.48,34000,16783.48,0,629,OK,629,6.11,6.11,OK,152100,5 years,5 years,MORTGAGE,NV,Nevada,OK
LN002709,B,B5,OK,wedding,36,38400,38400,OK,10.47,10.47,OK,1247.55,6/1/2022,7/4/2022,OK,Current,4990.2,3243.63,1746.57,0,628,OK,628,13.99,13.99,OK,35700,5 years,5 years,MORTGAGE,CT,Connecticut,OK
LN000916,D,D3,OK,major_purchase,60,18600,18600,OK,18.76,18.76,OK,480.04,1/21/2022,2/21/2022,OK,Fully Paid,29129.26,18600,10529.26,0,663,OK,663,23.33,23.33,OK,132700,8 years,8 years,RENT,OK,Oklahoma,OK
LN002381,F,F1,OK,major_purchase,36,33100,33100,OK,27.91,27.91,OK,1367.53,2/10/2023,3/13/2023,OK,Fully Paid,49924.68,33100,16824.68,0,661,OK,661,6.99,6.99,OK,60800,7 years,7 years,OTHER,ID,Idaho,OK
LN000278,A,A1,OK,medical,36,9200,9200,OK,7.95,7.95,OK,288.08,8/29/2022,9/30/2022,OK,Fully Paid,10189.2,9200,989.2,0,780,OK,780,16.81,16.81,OK,246600,< 1 year,< 1 year,MORTGAGE,CT,Connecticut,OK
LN000989,B,B4,OK,educational,36,5500,5500,OK,11.35,11.35,OK,180.98,3/24/2023,4/28/2023,OK,Fully Paid,6583.76,5500,1083.76,0,802,OK,802,15.43,15.43,OK,123000,< 1 year,< 1 year,MORTGAGE,AK,Alaska,OK
LN003420,A,A4,OK,renewable_energy,36,16800,16800,OK,6.89,6.89,OK,517.89,11/20/2021,12/23/2021,OK,Fully Paid,18428.12,16800,1628.12,0,585,OK,585,7.85,7.85,OK,105200,1 year,1 year,MORTGAGE,CT,Connecticut,OK
LN001246,A,A2,OK,medical,60,19900,19900,OK,5.77,5.77,OK,382.6,6/29/2023,8/2/2023,OK,Current,20277.8,13180.57,7097.23,0,613,OK,613,39.17,39.17,OK,100400,9 years,9 years,RENT,ME,Maine,OK
LN002329,E,E1,OK,educational,60,13900,13900,OK,22.61,22.61,OK,388.74,11/23/2023,12/26/2023,OK,Fully Paid,23319.88,13900,9419.88,0,733,OK,733,237.19,,DTI_IMPOSSIBLE,136700,7 years,7 years,MORTGAGE,SC,South Carolina,OK
LN000572,A,A2,OK,medical,36,13000,13000,OK,6.19,6.19,OK,396.61,4/22/2022,5/24/2022,OK,Charged Off,3346.14,2342.3,1003.84,10657.7,,NULL,,42.42,42.42,OK,178200,3 years,3 years,RENT,WI,Wisconsin,OK
LN001436,D,D1,OK,home_improvement,36,28600,28600,OK,17.94,17.94,OK,1033.1,3/16/2023,4/20/2023,OK,Late (31-120 Days),8264.8,5785.36,2479.44,0,583,OK,583,42.05,42.05,OK,241700,3 years,3 years,MORTGAGE,MI,Michigan,OK
LN002432,D,D5,OK,credit_card,60,8500,8500,OK,19.32,19.32,OK,221.99,6/26/2022,7/25/2022,OK,Fully Paid,13258.44,8500,4758.44,0,807,OK,807,31.72,31.72,OK,66600,10+ years,10+ years,RENT,LA,Louisiana,OK
LN000994,D,D2,OK,medical,60,38600,38600,OK,20.74,20.74,OK,1038.62,3/23/2022,4/23/2022,OK,Late (31-120 Days),5193.1,3635.17,1557.93,0,672,OK,672,23.55,23.55,OK,119100,,MISSING,MORTGAGE,KY,Kentucky,OK
LN002032,B,B3,OK,major_purchase,36,3600,3600,OK,11,11,OK,117.86,8/11/2021,9/12/2021,OK,Fully Paid,4200.29,3600,600.29,0,682,OK,682,29.77,29.77,OK,83800,8 years,8 years,MORTGAGE,WV,West Virginia,OK
LN003122,G,G3,OK,small_business,36,,,FLAGGED,33.11,33.11,OK,1638.81,4/21/2021,5/25/2021,OK,Charged Off,22021.96,15415.37,6606.59,21684.63,,ABOVE_MAX,955,40.59,40.59,OK,126200,5 years,5 years,MORTGAGE,NM,New Mexico,OK
LN000586,F,F5,OK,small_business,60,4400,4400,OK,30.29,30.29,OK,143.14,9/24/2021,10/25/2021,OK,Late (31-120 Days),1001.98,701.39,300.59,0,775,OK,775,27.11,27.11,OK,176000,< 1 year,< 1 year,RENT,WY,Wyoming,OK
LN003075,C,C3,OK,educational,36,17600,17600,OK,15.38,15.38,OK,613.39,8/9/2022,9/6/2022,OK,Default,3066.95,2146.86,920.08,0,780,OK,780,25.74,25.74,OK,144800,< 1 year,< 1 year,MORTGAGE,OH,Ohio,OK
LN000414,C,C4,OK,renewable_energy,60,38500,38500,OK,15.19,15.19,OK,919.76,9/3/2021,10/4/2021,OK,Charged Off,16275.68,11392.98,4882.7,27107.02,626,OK,626,17.53,17.53,OK,29300,7 years,7 years,MORTGAGE,AL,Alabama,OK
LN001350,A,A1,OK,home_improvement,36,9600,9600,OK,6.3,6.3,OK,293.36,11/5/2021,12/5/2021,OK,Current,2053.52,1334.79,718.73,0,739,OK,739,39.68,39.68,OK,228200,1 year,1 year,MORTGAGE,CO,Colorado,OK
LN001008,B,B4,OK,small_business,60,28700,28700,OK,10.73,10.73,OK,620.15,5/14/2021,6/14/2021,OK,Fully Paid,36511.1,28700,7811.1,0,,BELOW_MIN,262,13.28,13.28,OK,54200,< 1 year,< 1 year,OWN,DE,Delaware,OK
LN000675,D,D5,OK,wedding,60,,,FLAGGED,18.1,18.1,OK,1000.1,11/11/2022,12/10/2022,OK,Fully Paid,58812.76,39300,19512.76,0,797,OK,797,5.69,5.69,OK,219100,10+ years,10+ years,MORTGAGE,AR,Arkansas,OK
LN002245,C,C2,OK,medical,60,7600,7600,OK,13.1,13.1,OK,173.31,2/21/2022,3/26/2022,OK,Current,2253.03,1464.47,788.56,0,777,OK,777,42.86,42.86,OK,237800,2 years,2 years,RENT,IA,Iowa,OK
LN000856,C,C1,OK,wedding,36,21900,21900,OK,16.28,16.28,OK,772.97,12/28/2023,1/30/2024,OK,Current,10048.61,6531.6,3517.01,0,725,OK,725,30.02,30.02,OK,62200,,MISSING,RENT,RI,Rhode Island,OK
LN000448,D,D2,OK,educational,36,10300,10300,OK,21.87,21.87,OK,392.67,7/7/2022,8/6/2022,OK,Fully Paid,13919.51,10300,3619.51,0,661,OK,661,27.98,27.98,OK,205500,3 years,3 years,RENT,OK,Oklahoma,OK
LN002523,C,C2,OK,wedding,36,6000,6000,OK,14.11,14.11,OK,205.39,1/27/2022,2/28/2022,OK,Fully Paid,7439.26,6000,1439.26,0,705,OK,705,41.83,41.83,OK,209300,8 years,8 years,RENT,MS,Mississippi,OK
LN000866,D,D5,OK,vacation,36,20400,20400,OK,17.07,17.07,OK,728.03,5/21/2023,6/19/2023,OK,Fully Paid,26009.17,20400,5609.17,0,637,OK,637,11,11,OK,73900,7 years,7 years,RENT,NJ,New Jersey,OK
LN002600,B,B1,OK,debt_consolidation,36,7100,7100,OK,9.41,9.41,OK,227.14,10/7/2022,11/5/2022,OK,Current,3861.38,2509.9,1351.48,0,799,OK,799,16.12,16.12,OK,97600,10+ years,10+ years,MORTGAGE,AR,Arkansas,OK
LN002712,B,B5,OK,educational,36,6400,6400,OK,10.92,10.92,OK,209.29,10/16/2023,11/20/2023,OK,Fully Paid,7666.94,6400,1266.94,0,798,OK,798,33.57,33.57,OK,37100,2 years,2 years,RENT,MT,Montana,OK
LN003205,F,F5,OK,moving,60,9400,9400,OK,27.79,27.79,OK,291.49,1/22/2021,2/20/2021,OK,Charged Off,673.47,471.43,202.04,8928.57,,BELOW_MIN,111,11.44,11.44,OK,35400,5 years,5 years,RENT,SC,South Carolina,OK
LN002856,A,A5,OK,educational,36,22800,22800,OK,7.89,7.89,OK,713.31,11/3/2021,12/2/2021,OK,Late (31-120 Days),2853.24,1997.27,855.97,0,666,OK,666,6.72,6.72,OK,195300,1 year,1 year,RENT,ME,Maine,OK
LN002258,D,D4,OK,medical,36,20200,20200,OK,18.11,18.11,OK,731.39,8/2/2021,9/1/2021,OK,Fully Paid,26214.74,20200,6014.74,0,783,OK,783,23.45,23.45,OK,101100,2 years,2 years,MORTGAGE,ME,Maine,OK
LN003201,D,D2,OK,major_purchase,36,18400,18400,OK,19.1,19.1,OK,675.4,12/10/2022,1/9/2023,OK,Default,8104.8,5673.36,2431.44,0,586,OK,586,26.75,26.75,OK,68500,10+ years,10+ years,MORTGAGE,WI,Wisconsin,OK
LN003259,B,B2,OK,vacation,36,31800,31800,OK,11.68,11.68,OK,1051.36,9/18/2022,10/17/2022,OK,Current,9462.24,6150.46,3311.78,0,731,OK,731,20.76,20.76,OK,74400,2 years,2 years,MORTGAGE,MS,Mississippi,OK
LN001248,G,G4,OK,car,60,25400,25400,OK,34.78,34.78,OK,897.88,8/4/2023,9/8/2023,OK,Fully Paid,53084.83,25400,27684.83,0,660,OK,660,29.53,29.53,OK,184800,< 1 year,< 1 year,RENT,LA,Louisiana,OK
LN001986,A,A5,OK,educational,60,25900,25900,OK,6.94,6.94,OK,512.12,3/22/2023,4/22/2023,OK,Fully Paid,30525.99,25900,4625.99,0,749,OK,749,44.92,44.92,OK,209500,7 years,7 years,RENT,CA,California,OK
LN000295,D,D3,OK,home_improvement,60,,,FLAGGED,18.32,18.32,OK,281.25,3/22/2023,4/20/2023,OK,Current,1125,731.25,393.75,0,797,OK,797,25.29,25.29,OK,37700,9 years,9 years,MORTGAGE,WY,Wyoming,OK
LN001548,G,G2,OK,home_improvement,36,29500,29500,OK,33.72,33.72,OK,1313.18,2/18/2023,3/19/2023,OK,Fully Paid,47496.69,29500,17996.69,0,594,OK,594,11.64,11.64,OK,216300,8 years,8 years,MORTGAGE,NV,Nevada,OK
LN002013,A,A4,OK,major_purchase,36,14900,14900,OK,5.2,5.2,OK,447.91,10/28/2023,11/29/2023,OK,Charged Off,5821.92,4075.34,1746.58,10824.66,748,OK,748,39.6,39.6,OK,52900,< 1 year,< 1 year,MORTGAGE,MT,Montana,OK
LN000589,A,A1,OK,wedding,36,16000,16000,OK,5.37,5.37,OK,482.2,2/19/2022,3/25/2022,OK,Fully Paid,17478.21,16000,1478.21,0,582,OK,582,32.1,32.1,OK,87800,5 years,5 years,RENT,VA,Virginia,OK
LN001742,D,D2,OK,major_purchase,60,17000,17000,OK,-17.97,,NEGATIVE_RATE,431.41,1/26/2023,3/2/2023,OK,Late (31-120 Days),1294.23,905.96,388.27,0,776,OK,776,30.73,30.73,OK,78700,10+ years,10+ years,RENT,NV,Nevada,OK
LN001282,A,A2,OK,car,36,3200,3200,OK,7.23,7.23,OK,99.14,4/14/2021,5/15/2021,OK,Late (31-120 Days),793.12,555.18,237.94,0,593,OK,593,37.83,37.83,OK,80700,2 years,2 years,RENT,CA,California,OK
LN003216,B,B5,OK,small_business,36,30100,30100,OK,9.67,9.67,OK,966.59,11/24/2023,12/29/2023,OK,Fully Paid,34359.81,30100,4259.81,0,,NULL,,17.7,17.7,OK,206900,10+ years,10+ years,OWN,OR,Oregon,OK
LN002324,A,A4,OK,vacation,36,6900,6900,OK,7.04,7.04,OK,213.18,2/18/2021,3/22/2021,OK,Current,1918.62,1247.1,671.52,0,793,OK,793,43.6,43.6,OK,229400,2 years,2 years,MORTGAGE,WA,Washington,OK
LN001951,E,E5,OK,debt_consolidation,36,11400,11400,OK,23.38,23.38,OK,443.55,2/15/2022,3/19/2022,OK,Charged Off,1021.37,714.96,306.41,10685.04,798,OK,798,18.35,18.35,OK,114700,4 years,4 years,RENT,ND,North Dakota,OK
LN003496,C,C3,OK,vacation,36,1200,1200,OK,14.29,14.29,OK,41.18,7/21/2023,8/18/2023,OK,Fully Paid,1500.18,1200,300.18,0,,BELOW_MIN,262,32.65,32.65,OK,215900,< 1 year,< 1 year,RENT,FL,Florida,OK
LN003099,B,B1,OK,vacation,36,19500,19500,OK,10.83,10.83,OK,636.84,11/18/2022,12/21/2022,OK,Fully Paid,22670.69,19500,3170.69,0,612,OK,612,6.17,6.17,OK,187100,5 years,5 years,RENT,PA,Pennsylvania,OK
LN002616,F,F5,OK,small_business,36,31300,31300,OK,30.88,30.88,OK,1343.87,7/12/2022,8/9/2022,OK,Fully Paid,48363.4,31300,17063.4,0,663,OK,663,35.91,35.91,OK,89600,10+ years,10+ years,MORTGAGE,SD,South Dakota,OK
LN002058,A,A5,OK,car,36,18200,18200,OK,5.47,5.47,OK,549.32,10/24/2022,11/26/2022,OK,Current,3295.92,2142.35,1153.57,0,581,OK,581,11.64,11.64,OK,127300,< 1 year,< 1 year,RENT,ME,Maine,OK
LN002933,E,E4,OK,educational,60,,,FLAGGED,25.16,25.16,OK,1133.64,1/24/2021,2/27/2021,OK,Charged Off,15933.83,11153.68,4780.15,27346.32,799,OK,799,16.1,16.1,OK,207400,,MISSING,OWN,DE,Delaware,OK
LN001418,C,C1,OK,debt_consolidation,36,16100,16100,OK,13.71,13.71,OK,547.99,4/4/2021,5/6/2021,OK,Fully Paid,19802.85,16100,3702.85,0,591,OK,591,20.74,20.74,OK,137300,7 years,7 years,MORTGAGE,OK,Oklahoma,OK
LN000426,A,A1,OK,small_business,60,,,FLAGGED,6.37,6.37,OK,115.08,9/24/2021,10/24/2021,OK,Current,805.56,523.61,281.95,0,789,OK,789,37.7,37.7,OK,71700,5 years,5 years,MORTGAGE,IA,Iowa,OK
LN001055,C,C5,OK,educational,36,35000,35000,OK,13.81,13.81,OK,1192.99,11/21/2023,12/21/2023,OK,Current,23859.8,15508.87,8350.93,0,786,OK,786,28.75,28.75,OK,125400,2 years,2 years,RENT,NM,New Mexico,OK
LN002996,C,C4,OK,debt_consolidation,60,34300,34300,OK,13.11,13.11,OK,782.36,6/24/2022,7/22/2022,OK,Current,25035.52,16273.09,8762.43,0,660,OK,660,24.07,24.07,OK,232300,6 years,6 years,MORTGAGE,IL,Illinois,OK
LN000557,E,E3,OK,small_business,36,25200,25200,OK,23.57,23.57,OK,982.99,5/13/2021,6/15/2021,OK,Current,23591.76,15334.64,8257.12,0,713,OK,713,36.76,36.76,OK,54800,9 years,9 years,MORTGAGE,WI,Wisconsin,OK
LN003190,A,A3,OK,debt_consolidation,60,29600,29600,OK,6.49,6.49,OK,579.02,1/18/2022,2/15/2022,OK,Late (31-120 Days),3474.12,2431.88,1042.24,0,755,OK,755,12.56,12.56,OK,36000,10+ years,10+ years,RENT,LA,Louisiana,OK
LN003187,D,D3,OK,small_business,36,18900,18900,OK,17.39,17.39,OK,677.51,7/14/2021,8/11/2021,OK,Fully Paid,23925.07,18900,5025.07,0,740,OK,740,30.79,30.79,OK,69500,1 year,1 year,MORTGAGE,WA,Washington,OK
LN003011,C,C5,OK,home_improvement,36,3800,3800,OK,16.48,16.48,OK,134.5,7/6/2021,8/5/2021,OK,Fully Paid,4884.34,3800,1084.34,0,700,OK,700,29.64,29.64,OK,42800,4 years,4 years,RENT,MA,Massachusetts,OK
LN001194,B,B1,OK,wedding,36,13900,13900,OK,10.52,10.52,OK,451.92,1/23/2021,2/27/2021,OK,Current,4519.2,2937.48,1581.72,0,626,OK,626,40.73,40.73,OK,204700,< 1 year,< 1 year,MORTGAGE,NH,New Hampshire,OK
LN001717,D,D5,OK,renewable_energy,36,5900,5900,OK,18.77,18.77,OK,215.59,12/9/2023,1/9/2024,OK,Current,7545.65,4904.67,2640.98,0,601,OK,601,9.06,9.06,OK,236000,7 years,7 years,MORTGAGE,CO,Colorado,OK
LN002452,A,A4,OK,educational,60,30700,30700,OK,7.67,7.67,OK,617.65,2/6/2022,3/6/2022,OK,Fully Paid,37524.52,30700,6824.52,0,716,OK,716,8.82,8.82,OK,32600,2 years,2 years,OWN,OK,Oklahoma,OK
LN003246,E,E5,OK,wedding,60,36300,36300,OK,22.93,22.93,OK,1021.85,6/1/2023,7/4/2023,OK,Current,37808.45,24575.49,13232.96,0,600,OK,600,37.38,37.38,OK,74500,5 years,5 years,RENT,BC,,INVALID_STATE
LN002924,D,D2,OK,home_improvement,60,7200,7200,OK,19.92,19.92,OK,190.44,7/30/2022,9/2/2022,OK,Charged Off,1002.16,701.51,300.65,6498.49,658,OK,658,43.54,43.54,OK,65800,4 years,4 years,RENT,ME,Maine,OK
LN001286,B,B5,OK,renewable_energy,60,12300,12300,OK,10.9,10.9,OK,266.82,12/20/2022,1/18/2023,OK,Charged Off,2622.65,1835.86,786.79,10464.14,805,OK,805,36.35,36.35,OK,172400,4 years,4 years,OWN,KS,Kansas,OK
LN002249,C,C3,OK,renewable_energy,60,25400,25400,OK,16.3,16.3,OK,621.73,3/11/2021,4/14/2021,OK,Charged Off,13754.23,9627.96,4126.27,15772.04,,NULL,,30.11,30.11,OK,146100,4 years,4 years,MORTGAGE,MD,Maryland,OK
LN002274,A,A5,OK,medical,60,30500,30500,OK,6.24,6.24,OK,593.06,12/10/2021,1/14/2022,OK,Fully Paid,35488.38,30500,4988.38,0,749,OK,749,24.7,24.7,OK,222800,< 1 year,< 1 year,RENT,MD,Maryland,OK
LN002883,A,A3,OK,educational,36,17300,17300,OK,5.44,5.44,OK,521.92,8/28/2021,10/2/2021,OK,Fully Paid,18606.58,17300,1306.58,0,628,OK,628,35.45,35.45,OK,120600,1 year,1 year,OWN,LA,Louisiana,OK
LN001890,A,A2,OK,educational,36,20600,20600,OK,7.83,7.83,OK,643.91,8/28/2021,9/27/2021,OK,Charged Off,4922.14,3445.5,1476.64,17154.5,695,OK,695,15.76,15.76,OK,164200,9 years,9 years,RENT,MN,Minnesota,OK
LN001592,B,B1,OK,car,36,24700,24700,OK,10.62,10.62,OK,804.21,7/15/2023,8/18/2023,OK,Fully Paid,28457.87,24700,3757.87,0,675,OK,675,28.26,28.26,OK,223400,10+ years,10+ years,MORTGAGE,TX,Texas,OK
LN002631,A,A3,OK,moving,36,14500,14500,OK,6.59,6.59,OK,445,7/31/2023,8/29/2023,OK,Charged Off,7825.45,5477.81,2347.63,9022.19,763,OK,763,28.58,28.58,OK,147900,10+ years,10+ years,RENT,CO,Colorado,OK
LN002907,G,G1,OK,home_improvement,60,28300,28300,OK,33.12,33.12,OK,970.57,6/1/2023,7/6/2023,OK,Charged Off,10027.64,7019.35,3008.29,21280.65,622,OK,622,43.46,43.46,OK,236100,5 years,5 years,RENT,NJ,New Jersey,OK
LN001138,C,C5,OK,educational,60,7900,7900,OK,14.13,14.13,OK,184.35,6/5/2021,7/6/2021,OK,Fully Paid,11005.39,7900,3105.39,0,765,OK,765,9.97,9.97,OK,66900,7 years,7 years,OWN,VT,Vermont,OK
LN002303,A,A4,OK,credit_card,36,15600,15600,OK,6.07,6.07,OK,475.08,12/22/2022,1/25/2023,OK,Late (31-120 Days),2850.48,1995.34,855.14,0,761,OK,761,23.45,23.45,OK,136000,10+ years,10+ years,RENT,RI,Rhode Island,OK
LN003384,G,G1,OK,major_purchase,36,18600,18600,OK,35.86,35.86,OK,850.47,12/25/2022,1/24/2023,OK,Late (31-120 Days),9355.17,6548.62,2806.55,0,723,OK,723,26.87,26.87,OK,245900,< 1 year,< 1 year,MORTGAGE,RI,Rhode Island,OK
LN003402,D,D3,OK,medical,60,8100,8100,OK,17.69,17.69,OK,204.32,2/13/2021,3/20/2021,OK,Fully Paid,12284.55,8100,4184.55,0,616,OK,616,15.58,15.58,OK,239800,5 years,5 years,MORTGAGE,HI,Hawaii,OK
LN001712,B,B4,OK,home_improvement,36,13600,13600,OK,11.55,11.55,OK,448.8,2/15/2023,3/15/2023,OK,Current,13015.2,8459.88,4555.32,0,686,OK,686,17.01,17.01,OK,134100,5 years,5 years,OTHER,IA,Iowa,OK
LN003369,B,B1,OK,medical,60,13500,13500,OK,9.35,9.35,OK,282.54,8/8/2022,9/7/2022,OK,Current,2260.32,1469.21,791.11,0,588,OK,588,9.01,9.01,OK,163100,10+ years,10+ years,MORTGAGE,NH,New Hampshire,OK
LN000454,B,B4,OK,educational,60,8100,8100,OK,11.42,11.42,OK,177.81,10/11/2021,11/9/2021,OK,Fully Paid,10584.63,8100,2484.63,0,802,OK,802,26.01,26.01,OK,162300,< 1 year,< 1 year,MORTGAGE,WI,Wisconsin,OK
LN000914,G,F5,GRADE_MISMATCH,credit_card,36,13200,13200,OK,33.44,33.44,OK,585.52,5/24/2023,6/27/2023,OK,Current,2927.6,1902.94,1024.66,0,668,OK,668,30.88,30.88,OK,205300,10+ years,10+ years,MORTGAGE,ND,North Dakota,OK
LN002430,A,A5,OK,major_purchase,60,,,FLAGGED,7.7,7.7,OK,428.84,11/21/2023,12/22/2023,OK,Charged Off,4398.03,3078.62,1319.41,18221.38,623,OK,623,21.49,21.49,OK,88000,< 1 year,< 1 year,RENT,HI,Hawaii,OK
LN001200,C,C5,OK,medical,36,11000,11000,OK,16.15,16.15,OK,387.54,4/7/2021,5/11/2021,OK,Default,775.08,542.56,232.52,0,,NULL,,32.47,32.47,OK,229700,1 year,1 year,MORTGAGE,GA,Georgia,OK
LN001275,B,B2,OK,credit_card,60,19400,19400,OK,9.67,9.67,OK,409.05,11/6/2021,12/9/2021,OK,Default,818.1,572.67,245.43,0,697,OK,697,24.47,24.47,OK,144100,8 years,8 years,MORTGAGE,FL,Florida,OK
LN000038,F,F4,OK,medical,36,25800,25800,OK,27.62,27.62,OK,1061.89,11/8/2022,12/11/2022,OK,Current,29732.92,19326.4,10406.52,0,765,OK,765,11.6,11.6,OK,216400,10+ years,10+ years,OTHER,OH,Ohio,OK
LN000975,A,A4,OK,car,60,8100,8100,OK,7.36,7.36,OK,161.77,11/27/2021,12/31/2021,OK,Default,1779.47,1245.63,533.84,0,618,OK,618,20.98,20.98,OK,30700,4 years,4 years,MORTGAGE,ID,Idaho,OK
LN000984,B,B4,OK,car,60,1500,1500,OK,9.54,9.54,OK,31.53,5/12/2022,6/12/2022,OK,Fully Paid,1855.88,1500,355.88,0,746,OK,746,30.76,30.76,OK,197600,< 1 year,< 1 year,OWN,GA,Georgia,OK
LN002412,B,B2,OK,moving,60,38000,38000,OK,11.24,11.24,OK,830.77,4/3/2022,5/6/2022,OK,Fully Paid,49506.1,38000,11506.1,0,664,OK,664,212.51,,DTI_IMPOSSIBLE,95300,< 1 year,< 1 year,MORTGAGE,LA,Louisiana,OK
LN001419,F,F4,OK,major_purchase,36,,,FLAGGED,29.01,29.01,OK,121.54,12/3/2023,1/2/2024,OK,Fully Paid,4447.23,2900,1547.23,0,736,OK,736,28.89,28.89,OK,220600,1 year,1 year,MORTGAGE,WY,Wyoming,OK
LN001561,C,C1,OK,credit_card,60,26300,26300,OK,14.98,14.98,OK,625.4,8/27/2022,9/27/2022,OK,Fully Paid,37820.19,26300,11520.19,0,590,OK,590,40.29,40.29,OK,142500,6 years,6 years,OWN,LA,Louisiana,OK
LN000040,F,F3,OK,car,36,5100,5100,OK,29.38,29.38,OK,214.77,9/24/2022,10/22/2022,OK,Default,1288.62,902.03,386.59,0,637,OK,637,31.01,31.01,OK,41400,8 years,8 years,MORTGAGE,IL,Illinois,OK
LN001487,B,B2,OK,wedding,60,33100,33100,OK,10,10,OK,703.28,4/12/2022,5/15/2022,OK,Fully Paid,41402.43,33100,8302.43,0,811,OK,811,15.58,15.58,OK,243000,8 years,8 years,RENT,WV,West Virginia,OK
LN002299,A,A4,OK,moving,60,39700,39700,OK,5.56,5.56,OK,759.42,3/24/2022,4/21/2022,OK,Fully Paid,46448.99,39700,6748.99,0,,NULL,,18.46,18.46,OK,119300,6 years,6 years,OWN,NC,North Carolina,OK
LN000170,F,F4,OK,major_purchase,60,6200,6200,OK,28.03,28.03,OK,193.15,5/25/2021,6/24/2021,OK,Charged Off,2209.32,1546.52,662.8,4653.48,711,OK,711,21.32,21.32,OK,35700,1 year,1 year,MORTGAGE,RI,Rhode Island,OK
LN001356,E,E4,OK,car,36,23900,23900,OK,25.17,25.17,OK,952.41,6/1/2021,7/3/2021,OK,Late (31-120 Days),1904.82,1333.37,571.45,0,687,OK,687,37.65,37.65,OK,182900,10+ years,10+ years,OWN,AZ,Arizona,OK
LN001325,F,F1,OK,educational,36,5000,5000,OK,30.33,30.33,OK,213.16,4/19/2023,5/22/2023,OK,Current,7247.44,4710.84,2536.6,0,683,OK,683,6.12,6.12,OK,134300,4 years,4 years,OWN,WA,Washington,OK
LN003248,B,B5,OK,debt_consolidation,60,26200,26200,OK,10.8,10.8,OK,567.04,10/19/2022,11/16/2022,OK,Current,21547.52,14005.89,7541.63,0,743,OK,743,115.86,,DTI_IMPOSSIBLE,170600,5 years,5 years,RENT,OR,Oregon,OK
LN002368,B,B5,OK,debt_consolidation,36,1100,1100,OK,10.83,10.83,OK,35.92,6/25/2021,7/26/2021,OK,Charged Off,439.95,307.96,131.98,792.04,,BELOW_MIN,217,11.78,11.78,OK,50700,6 years,6 years,MORTGAGE,ND,North Dakota,OK
LN002379,B,B4,OK,medical,36,2800,2800,OK,9.79,9.79,OK,90.07,10/10/2022,11/8/2022,OK,Fully Paid,3234.01,2800,434.01,0,629,OK,629,40.31,40.31,OK,128700,2 years,2 years,RENT,GA,Georgia,OK
LN001641,B,B3,OK,debt_consolidation,36,,,FLAGGED,9.67,9.67,OK,86.7,10/20/2021,11/22/2021,OK,Fully Paid,3121.63,2700,421.63,0,657,OK,657,114.91,,DTI_IMPOSSIBLE,142800,1 year,1 year,MORTGAGE,SD,South Dakota,OK
LN001291,A,A1,OK,credit_card,36,26900,26900,OK,-7.82,,NEGATIVE_RATE,840.72,6/4/2021,7/3/2021,OK,Current,3362.88,2185.87,1177.01,0,616,OK,616,18.14,18.14,OK,145800,8 years,8 years,OWN,ON,,INVALID_STATE
LN001934,A,A1,OK,major_purchase,60,27200,27200,OK,7.65,7.65,OK,546.97,1/12/2022,2/9/2022,OK,Current,6563.64,4266.37,2297.27,0,813,OK,813,30.27,30.27,OK,236300,4 years,4 years,MORTGAGE,AZ,Arizona,OK
LN000580,A,A4,OK,medical,36,17800,17800,OK,6.71,6.71,OK,547.26,3/11/2023,4/15/2023,OK,Current,12039.72,7825.82,4213.9,0,,NULL,,11.86,11.86,OK,97700,< 1 year,< 1 year,MORTGAGE,NY,New York,OK
LN002031,A,A2,OK,home_improvement,60,1800,1800,OK,6.72,6.72,OK,35.4,9/23/2021,10/21/2021,OK,Charged Off,924,646.8,277.2,1153.2,684,OK,684,7.7,7.7,OK,152600,3 years,3 years,OWN,NY,New York,OK
LN000893,C,C2,OK,moving,36,36500,36500,OK,14.38,14.38,OK,1254.23,10/1/2021,10/29/2021,OK,Fully Paid,45698.41,36500,9198.41,0,801,OK,801,34.59,34.59,OK,145000,4 years,4 years,OWN,HI,Hawaii,OK
