event_id,loan_id,payment_month,payment_date,payment_date_flag,amount_paid,amount_flag,payment_status
PE0007881,LN002487,6,1/24/2024,OK,770.1,OK,ON_TIME
PE0021217,LN001694,37,7/25/2025,OK,220.65,OK,ON_TIME
PE0005131,LN000570,10,4/21/2024,OK,168.91,OK,ON_TIME
PE0005913,LN001824,12,10/16/2024,OK,584.9,OK,ON_TIME
PE0021374,LN000960,1,2/6/2023,OK,134.85,OK,ON_TIME
PE0008460,LN000088,21,4/2/2024,OK,742.85,OK,ON_TIME
PE0003924,LN000443,42,3/27/2026,OK,326.4,OK,ON_TIME
PE0013887,LN000426,14,11/18/2022,OK,118.71,OK,ON_TIME
PE0022763,LN000272,34,9/9/2024,OK,1219.82,OK,ON_TIME
PE0006128,LN001268,41,11/19/2024,OK,417.06,OK,ON_TIME
PE0016704,LN001655,35,6/2/2025,OK,181.35,OK,ON_TIME
PE0015113,LN000593,10,6/17/2022,OK,708.62,OK,ON_TIME
PE0020953,LN001737,39,1/17/2027,OK,366.44,OK,ON_TIME
PE0014014,LN001286,8,8/17/2023,OK,278.43,OK,ON_TIME
PE0007820,LN003448,14,2/4/2024,OK,283.3,OK,ON_TIME
PE0006508,LN001132,37,12/19/2024,OK,635.89,OK,ON_TIME
PE0023026,LN002305,21,2/2/2025,OK,925.55,OK,ON_TIME
PE0020690,LN002015,56,12/15/2027,OK,398.54,OK,ON_TIME
PE0016220,LN001002,11,12/17/2023,OK,1206.56,OK,LATE
PE0017471,LN000857,8,11/23/2023,OK,446.72,OK,ON_TIME
PE0001380,LN003156,54,5/16/2027,OK,771.26,OK,ON_TIME
PE0007690,LN002082,12,3/28/2023,OK,217.54,OK,ON_TIME
PE0003689,LN000033,55,2/15/2027,OK,429.64,OK,ON_TIME
PE0011904,LN000281,3,5/26/2023,OK,1115.23,OK,ON_TIME
PE0005875,LN001613,34,9/29/2025,OK,953.74,OK,ON_TIME
PE0016167,LN000398,34,7/13/2025,OK,114.72,OK,ON_TIME
PE0004760,LN003041,7,7/24/2023,OK,748.67,OK,ON_TIME
PE0004513,LN001542,13,1/10/2023,OK,655.44,OK,ON_TIME
PE0020226,LN001888,40,3/3/2025,OK,601.45,OK,ON_TIME
PE0022506,LN001145,5,7/9/2022,OK,360.65,OK,ON_TIME
PE0014251,LN001722,5,6/29/2021,OK,814.08,OK,MISSED
PE0003791,LN000324,8,4/19/2024,OK,745.48,OK,ON_TIME
PE0008813,LN003118,23,2/28/2025,OK,1018.72,OK,ON_TIME
PE0005800,LN001568,59,2/25/2028,OK,586.42,OK,ON_TIME
PE0000653,LN000868,55,8/23/2026,OK,105.32,OK,ON_TIME
PE0015031,LN001333,24,4/13/2024,OK,1085.65,OK,ON_TIME
PE0022809,LN001272,8,3/23/2023,OK,1001.41,OK,ON_TIME
PE0020267,LN001008,1,6/13/2021,OK,644.58,OK,ON_TIME
PE0011666,LN002373,35,6/5/2024,OK,640.91,OK,ON_TIME
PE0007873,LN001367,7,4/15/2024,OK,144.38,OK,ON_TIME
PE0021508,LN001940,15,4/30/2022,OK,529.74,OK,ON_TIME
PE0014703,LN002936,26,6/16/2025,OK,1633.41,OK,ON_TIME
PE0005329,LN000567,59,3/1/2026,OK,404.66,OK,ON_TIME
PE0007220,LN002829,14,7/18/2022,OK,512.61,OK,ON_TIME
PE0021009,LN001383,27,3/2/2025,OK,522.95,OK,LATE
PE0014928,LN002805,15,4/15/2024,OK,914.14,OK,MISSED
PE0011163,LN002733,24,7/3/2025,OK,382.51,OK,ON_TIME
PE0013212,LN002288,45,5/1/2026,OK,257.5,OK,ON_TIME
PE0021010,LN001383,28,4/1/2025,OK,511.97,OK,ON_TIME
PE0006153,LN001010,6,11/9/2022,OK,87.9,OK,ON_TIME
PE0011664,LN002373,33,4/6/2024,OK,631.77,OK,ON_TIME
PE0010709,LN001276,21,12/14/2023,OK,165.91,OK,ON_TIME
PE0002811,LN001984,32,9/26/2025,OK,824.51,OK,ON_TIME
PE0023090,LN000898,14,11/11/2022,OK,157.68,OK,LATE
PE0023589,LN003393,21,1/25/2023,OK,535.54,OK,ON_TIME
PE0002690,LN003135,16,6/7/2022,OK,1125.61,OK,ON_TIME
PE0011162,LN002733,23,6/3/2025,OK,375.84,OK,ON_TIME
PE0013479,LN001289,2,3/1/2022,OK,317.4,OK,ON_TIME
PE0017542,LN001579,43,1/29/2025,OK,464.28,OK,ON_TIME
PE0019482,LN001309,25,2/20/2024,OK,876.79,OK,ON_TIME
PE0012617,LN001764,2,9/28/2021,OK,209.6,OK,ON_TIME
PE0015491,LN001192,8,11/28/2022,OK,126.07,OK,ON_TIME
PE0014245,LN000323,24,5/26/2025,OK,1265.9,OK,ON_TIME
PE0019948,LN000330,23,6/24/2025,OK,297.94,OK,ON_TIME
PE0003230,LN002242,26,1/25/2026,OK,637.12,OK,ON_TIME
PE0012364,LN001775,4,2/16/2024,OK,703.47,OK,ON_TIME
PE0002917,LN002599,44,11/14/2026,OK,185.49,OK,ON_TIME
PE0020103,LN003083,34,4/19/2025,OK,913.41,OK,ON_TIME
PE0001507,LN002573,16,8/1/2023,OK,180.91,OK,ON_TIME
PE0004367,LN001659,20,6/23/2025,OK,1095.46,OK,ON_TIME
PE0010589,LN000894,41,11/25/2026,OK,830.66,OK,ON_TIME
PE0015036,LN001333,29,9/10/2024,OK,1033.52,OK,ON_TIME
PE0014393,LN002898,4,4/25/2024,OK,277.82,OK,ON_TIME
PE0002131,LN000706,23,10/24/2023,OK,560.72,OK,ON_TIME
PE0011847,LN000287,11,6/9/2024,OK,65.28,OK,ON_TIME
PE0004229,LN000301,24,9/5/2025,OK,660.79,OK,ON_TIME
PE0001649,LN000775,27,11/15/2024,OK,303.38,OK,ON_TIME
PE0004891,LN001519,10,1/6/2023,OK,696.26,OK,ON_TIME
PE0000731,LN003451,55,8/9/2027,OK,119.21,OK,ON_TIME
PE0013633,LN001801,7,3/2/2023,OK,1019.41,OK,ON_TIME
PE0006767,LN002425,34,12/15/2023,OK,653.48,OK,ON_TIME
PE0018179,LN003437,4,3/12/2023,OK,320.5,OK,ON_TIME
PE0004145,LN002497,3,11/4/2023,OK,96.62,OK,ON_TIME
PE0008202,LN001413,44,11/25/2025,OK,249.19,OK,ON_TIME
PE0023513,LN003419,48,11/27/2027,OK,447.41,OK,ON_TIME
PE0016154,LN000398,21,6/18/2024,OK,118.96,OK,ON_TIME
PE0011625,LN001757,54,6/18/2026,OK,902.38,OK,ON_TIME
PE0009938,LN002576,8,10/22/2022,OK,419.29,OK,ON_TIME
PE0013604,LN002839,21,6/6/2025,OK,698.6,OK,ON_TIME
PE0022227,LN002781,16,3/15/2025,OK,779.63,OK,ON_TIME
PE0012598,LN002758,36,7/2/2026,OK,262.43,OK,ON_TIME
PE0005222,LN001882,41,11/15/2025,OK,312.56,OK,ON_TIME
PE0020795,LN000381,1,3/29/2023,OK,558.06,OK,ON_TIME
PE0002710,LN003135,36,1/28/2024,OK,1209.29,OK,ON_TIME
PE0010945,LN003122,1,5/21/2021,OK,1588.98,OK,ON_TIME
PE0005903,LN001824,2,12/21/2023,OK,589.69,OK,ON_TIME
PE0018306,LN003105,14,4/25/2023,OK,887.74,OK,ON_TIME
PE0004077,LN000284,18,4/9/2023,OK,953.81,OK,ON_TIME
PE0022082,LN002001,14,7/31/2022,OK,735.76,OK,ON_TIME
PE0022172,LN003383,18,5/20/2023,OK,1232.92,OK,ON_TIME
PE0001544,LN001127,17,3/7/2025,OK,372.03,OK,ON_TIME
PE0012121,LN002741,58,2/26/2027,OK,660.89,OK,ON_TIME
PE0019601,LN003071,13,9/23/2023,OK,934.99,OK,ON_TIME
PE0003127,LN000906,55,3/20/2027,OK,359.93,OK,ON_TIME
PE0001157,LN002587,16,11/27/2023,OK,255.81,OK,ON_TIME
PE0019193,LN001693,15,10/30/2022,OK,819.55,OK,ON_TIME
PE0005986,LN002627,5,5/4/2024,OK,252.41,OK,ON_TIME
PE0014409,LN001302,5,6/3/2023,OK,199.84,OK,ON_TIME
PE0014105,LN001351,1,3/24/2022,OK,1172.76,OK,ON_TIME
PE0000033,LN001892,3,9/15/2021,OK,743.87,OK,ON_TIME
PE0007188,LN001231,5,2/7/2023,OK,1155.8,OK,ON_TIME
PE0022519,LN001145,18,8/3/2023,OK,367.23,OK,ON_TIME
PE0021118,LN002962,9,12/4/2023,OK,905.04,OK,ON_TIME
PE0019376,LN000421,25,4/18/2024,OK,726.24,OK,ON_TIME
PE0020753,LN001516,14,6/8/2024,OK,880.02,OK,ON_TIME
PE0012214,LN002395,22,8/6/2024,OK,903.21,OK,ON_TIME
PE0009780,LN003277,30,1/6/2024,OK,913.9,OK,ON_TIME
PE0009177,LN000129,28,12/7/2025,OK,1063.28,OK,ON_TIME
PE0018182,LN003437,7,6/10/2023,OK,331.84,OK,ON_TIME
PE0006301,LN000937,60,7/9/2027,OK,347.16,OK,ON_TIME
PE0001611,LN000241,25,4/23/2024,OK,1497.47,OK,ON_TIME
PE0000940,LN000711,10,11/20/2023,OK,238.11,OK,ON_TIME
PE0013558,LN001802,2,1/28/2023,OK,169.91,OK,ON_TIME
PE0002297,LN003234,30,10/16/2023,OK,718.73,OK,LATE
PE0004024,LN003482,25,2/25/2025,OK,62.98,OK,ON_TIME
PE0018318,LN003105,26,4/19/2024,OK,884.97,OK,ON_TIME
PE0023037,LN002305,32,12/29/2025,OK,881.83,OK,ON_TIME
PE0014400,LN002220,6,6/11/2022,OK,331.8,OK,ON_TIME
PE0008750,LN000486,26,12/29/2025,OK,470.81,OK,LATE
PE0000746,LN002135,5,12/26/2021,OK,671.77,OK,ON_TIME
PE0004084,LN000284,25,11/5/2023,OK,963.77,OK,ON_TIME
PE0021938,LN002208,50,5/27/2026,OK,446.95,OK,ON_TIME
PE0011463,LN002589,26,1/31/2025,OK,375.29,OK,ON_TIME
PE0005583,LN003474,3,4/12/2023,OK,389.35,OK,ON_TIME
PE0002878,LN002599,5,9/1/2023,OK,186.64,OK,ON_TIME
PE0015273,LN000383,26,1/24/2024,OK,831.32,OK,ON_TIME
PE0004702,LN000093,7,12/13/2023,OK,727.64,OK,ON_TIME
PE0009934,LN002576,4,6/24/2022,OK,412.61,OK,ON_TIME
PE0019291,LN000304,21,6/21/2024,OK,170.19,OK,ON_TIME
PE0013822,LN002429,9,3/7/2024,OK,672.68,OK,ON_TIME
PE0002652,LN003008,14,2/8/2023,OK,496.32,OK,ON_TIME
PE0020681,LN002015,47,3/20/2027,OK,370.08,OK,ON_TIME
PE0014787,LN002689,14,7/26/2024,OK,1301.3,OK,ON_TIME
PE0005647,LN001692,16,7/29/2024,OK,113.39,OK,ON_TIME
PE0020577,LN002527,1,5/16/2022,OK,828.13,OK,ON_TIME
PE0011195,LN003111,20,12/31/2024,OK,759.79,OK,ON_TIME
PE0001822,LN001703,9,9/21/2022,OK,859.3,OK,ON_TIME
PE0022061,LN002111,29,1/29/2024,OK,291.73,OK,ON_TIME
PE0007414,LN003362,42,3/21/2026,OK,1190.25,OK,ON_TIME
PE0009523,LN001766,7,4/1/2023,OK,213.3,OK,ON_TIME
PE0021385,LN002749,3,4/7/2021,OK,752.9,OK,ON_TIME
PE0007147,LN003281,3,4/24/2022,OK,244.15,OK,LATE
PE0000958,LN003301,15,8/24/2022,OK,373.94,OK,ON_TIME
PE0002111,LN000706,3,3/3/2022,OK,587.31,OK,ON_TIME
PE0015469,LN002745,22,5/24/2023,OK,1100.06,OK,ON_TIME
PE0005109,LN000146,4,12/18/2021,OK,992.16,OK,ON_TIME
PE0023517,LN003419,52,3/26/2028,OK,424.4,OK,ON_TIME
PE0007632,LN002002,2,2/22/2023,OK,1045.28,OK,ON_TIME
PE0012884,LN000579,4,8/20/2022,OK,83.24,OK,ON_TIME
PE0023136,LN002009,3,2/14/2023,OK,163.02,OK,ON_TIME
PE0021516,LN001275,5,4/5/2022,OK,393.05,OK,MISSED
PE0022765,LN000272,36,11/8/2024,OK,1146.56,OK,ON_TIME
PE0007924,LN001877,13,2/22/2024,OK,1535.87,OK,ON_TIME
PE0020295,LN001008,29,10/1/2023,OK,607.99,OK,ON_TIME
PE0023350,LN000678,10,8/29/2024,OK,616.3,OK,ON_TIME
PE0013536,LN001289,59,11/5/2026,OK,314.51,OK,ON_TIME
PE0010961,LN000480,5,9/15/2023,OK,392.56,OK,ON_TIME
PE0008848,LN001825,4,1/25/2024,OK,244.76,OK,ON_TIME
PE0012912,LN002251,23,2/25/2024,OK,620.49,OK,ON_TIME
PE0021433,LN000770,2,1/30/2024,OK,396.74,OK,ON_TIME
PE0019796,LN002834,16,1/23/2024,OK,1166.64,OK,ON_TIME
PE0017389,LN001526,22,6/28/2024,OK,729.08,OK,ON_TIME
PE0015396,LN001794,4,2/15/2024,OK,1095.24,OK,ON_TIME
PE0015731,LN003477,4,1/9/2023,OK,147.09,OK,ON_TIME
PE0007326,LN002975,46,3/14/2025,OK,138.81,OK,ON_TIME
PE0010392,LN002840,56,12/6/2026,OK,391.64,OK,ON_TIME
PE0002961,LN000610,28,12/19/2023,OK,408.08,OK,ON_TIME
PE0004641,LN002612,23,6/6/2025,OK,443.64,OK,ON_TIME
PE0002400,LN000895,23,6/27/2023,OK,98.92,OK,ON_TIME
PE0007311,LN002975,31,12/20/2023,OK,147.45,OK,ON_TIME
PE0007252,LN002829,46,3/4/2025,OK,485.44,OK,LATE
PE0005488,LN001627,20,12/17/2023,OK,695.58,OK,ON_TIME
PE0022104,LN002001,36,5/21/2024,OK,766.72,OK,ON_TIME
PE0020615,LN001012,17,4/27/2024,OK,1099.95,OK,ON_TIME
PE0012001,LN001428,17,5/3/2025,OK,1243.31,OK,ON_TIME
PE0020484,LN002849,46,3/29/2027,OK,383.29,OK,ON_TIME
PE0019690,LN000528,59,6/12/2026,OK,782.11,OK,ON_TIME
PE0022853,LN002235,10,10/17/2022,OK,638.55,OK,ON_TIME
PE0009598,LN002321,16,4/14/2024,OK,1415.51,OK,ON_TIME
PE0019665,LN000528,34,5/23/2024,OK,726.09,OK,ON_TIME
PE0002626,LN002453,24,6/8/2025,OK,133.31,OK,ON_TIME
PE0018512,LN002427,27,4/1/2023,OK,511.48,OK,ON_TIME
PE0010780,LN001484,56,8/1/2027,OK,33.54,OK,ON_TIME
PE0009658,LN000989,4,7/22/2023,OK,182.84,OK,ON_TIME
PE0011341,LN000804,34,10/14/2026,OK,1050.19,OK,ON_TIME
PE0003149,LN002867,17,12/30/2022,OK,715.2,OK,ON_TIME
PE0007025,LN000815,11,8/14/2023,OK,1394.33,OK,ON_TIME
PE0014035,LN001622,13,6/24/2024,OK,99.28,OK,ON_TIME
PE0012589,LN002758,27,10/5/2025,OK,256.89,OK,ON_TIME
PE0003347,LN002617,2,5/29/2023,OK,1724.09,OK,ON_TIME
PE0002874,LN002599,1,5/4/2023,OK,179.51,OK,ON_TIME
PE0016498,LN001362,29,12/1/2025,OK,934.49,OK,ON_TIME
PE0012109,LN002741,46,3/3/2026,OK,627.91,OK,ON_TIME
PE0008298,LN002983,20,7/23/2024,OK,948.6,OK,ON_TIME
PE0015356,LN001804,19,10/20/2023,OK,43.62,OK,ON_TIME
PE0018496,LN002427,11,12/7/2021,OK,480.86,OK,ON_TIME
PE0008960,LN003174,18,12/26/2024,OK,73.33,OK,ON_TIME
PE0023320,LN000356,16,11/7/2022,OK,1194.07,OK,ON_TIME
PE0000077,LN002937,11,6/10/2024,OK,633.16,OK,ON_TIME
PE0013388,LN001934,5,6/11/2022,OK,536.72,OK,ON_TIME
PE0016938,LN002930,29,2/19/2026,OK,205.01,OK,ON_TIME
PE0018350,LN003105,58,12/5/2026,OK,921.33,OK,ON_TIME
PE0006525,LN001132,54,5/13/2026,OK,635.3,OK,ON_TIME
PE0012493,LN001150,27,5/18/2023,OK,965.81,OK,ON_TIME
PE0016453,LN000163,20,5/1/2023,OK,1219.3,OK,ON_TIME
PE0022624,LN000238,33,6/13/2024,OK,697.95,OK,ON_TIME
PE0006652,LN002955,1,6/10/2023,OK,131.2,OK,ON_TIME
PE0004948,LN002473,15,5/12/2024,OK,472.08,OK,ON_TIME
PE0018282,LN003049,19,6/27/2023,OK,429.03,OK,ON_TIME
PE0010453,LN001862,21,4/8/2024,OK,236.67,OK,ON_TIME
PE0009968,LN002681,11,1/24/2024,OK,823.04,OK,LATE
PE0014835,LN001675,23,12/27/2023,OK,69.05,OK,ON_TIME
PE0018739,LN000595,35,11/23/2024,OK,1044.67,OK,ON_TIME
PE0000094,LN000484,14,5/29/2024,OK,900.69,OK,ON_TIME
PE0005167,LN000570,46,4/6/2027,OK,156.17,OK,ON_TIME
PE0019584,LN002446,2,6/17/2023,OK,645.21,OK,ON_TIME
PE0022728,LN001395,35,5/18/2026,OK,291.18,OK,ON_TIME
PE0002732,LN001702,22,5/8/2024,OK,934.44,OK,ON_TIME
PE0015605,LN001110,15,4/15/2023,OK,1150.05,OK,ON_TIME
PE0007172,LN003281,28,5/13/2024,OK,243.46,OK,ON_TIME
PE0006792,LN000905,23,9/18/2023,OK,1281.11,OK,ON_TIME
PE0009140,LN002658,3,6/2/2022,OK,927.99,OK,ON_TIME
PE0004811,LN003041,58,10/1/2027,OK,738.88,OK,ON_TIME
PE0011374,LN001685,31,8/2/2025,OK,723,OK,ON_TIME
PE0022556,LN000164,19,4/10/2025,OK,1134.73,OK,ON_TIME
PE0023573,LN003393,5,10/2/2021,OK,496.27,OK,ON_TIME
PE0002339,LN002963,12,10/29/2024,OK,669.63,OK,ON_TIME
PE0019516,LN000517,3,1/1/2022,OK,695.6,OK,ON_TIME
PE0020479,LN002849,41,10/30/2026,OK,388.04,OK,ON_TIME
PE0006112,LN001268,25,7/28/2023,OK,417.77,OK,ON_TIME
PE0007845,LN003448,39,2/23/2026,OK,283.69,OK,ON_TIME
PE0017138,LN000079,29,3/5/2024,OK,287.39,OK,ON_TIME
PE0001886,LN001337,53,9/7/2026,OK,61.89,OK,ON_TIME
PE0015901,LN003200,7,2/22/2024,OK,281.9,OK,ON_TIME
PE0012787,LN002639,18,9/6/2022,OK,428.44,OK,ON_TIME
PE0005774,LN001568,33,1/6/2026,OK,583.74,OK,LATE
PE0004324,LN001896,4,12/22/2022,OK,106.87,OK,ON_TIME
PE0013777,LN001539,36,3/22/2024,OK,43.32,OK,ON_TIME
PE0013142,LN002883,25,9/17/2023,OK,525.05,OK,ON_TIME
PE0008191,LN001413,33,12/30/2024,OK,268.72,OK,ON_TIME
PE0015833,LN001198,37,7/14/2026,OK,1031.5,OK,ON_TIME
PE0023181,LN001201,1,8/12/2023,OK,379.6,OK,ON_TIME
PE0000003,LN001917,3,11/11/2021,OK,135.88,OK,ON_TIME
PE0015662,LN003231,11,11/5/2023,OK,666.56,OK,ON_TIME
PE0005256,LN000923,11,10/15/2023,OK,1001.7,OK,ON_TIME
PE0002760,LN001495,8,8/5/2024,OK,313.8,OK,ON_TIME
PE0017128,LN000079,19,5/10/2023,OK,291.88,OK,ON_TIME
PE0015182,LN001451,11,1/13/2022,OK,22.66,OK,ON_TIME
PE0012223,LN002395,31,5/3/2025,OK,902.04,OK,LATE
PE0011545,LN000355,21,8/19/2025,OK,280.7,OK,ON_TIME
PE0009630,LN001387,12,6/21/2024,OK,930.26,OK,ON_TIME
PE0009426,LN002239,17,8/26/2022,OK,921.24,OK,ON_TIME
PE0011392,LN001685,49,1/24/2027,OK,713.45,OK,ON_TIME
PE0021775,LN001753,25,8/17/2024,OK,36.56,OK,ON_TIME
PE0007850,LN003448,44,7/23/2026,OK,278.72,OK,ON_TIME
PE0003176,LN002867,44,3/19/2025,OK,719.06,OK,ON_TIME
PE0010042,LN000801,28,2/24/2024,OK,832.48,OK,ON_TIME
PE0018225,LN000032,22,12/29/2024,OK,979.87,OK,ON_TIME
PE0002466,LN000664,18,11/1/2022,OK,787.76,OK,ON_TIME
PE0001294,LN002434,4,7/29/2022,OK,1237.63,OK,ON_TIME
PE0014575,LN000408,46,4/28/2026,OK,844.63,OK,ON_TIME
PE0014356,LN001311,4,11/14/2021,OK,502.51,OK,ON_TIME
PE0005394,LN002775,15,7/9/2022,OK,713.44,OK,ON_TIME
PE0005405,LN001537,9,6/7/2024,OK,665.54,OK,ON_TIME
PE0014275,LN002343,18,7/21/2022,OK,389.57,OK,ON_TIME
PE0021628,LN001335,12,1/5/2024,OK,790.49,OK,ON_TIME
PE0016708,LN000229,3,9/20/2021,OK,574.34,OK,ON_TIME
PE0008642,LN002423,23,11/1/2023,OK,717,OK,ON_TIME
PE0007843,LN003448,37,12/25/2025,OK,269.83,OK,ON_TIME
PE0015003,LN002253,56,10/31/2025,OK,150.61,OK,ON_TIME
PE0016695,LN001655,26,9/5/2024,OK,178.38,OK,ON_TIME
PE0003622,LN001974,14,6/28/2022,OK,258.6,OK,ON_TIME
PE0002318,LN001364,15,2/1/2023,OK,1036.1,OK,ON_TIME
PE0013131,LN002883,14,10/22/2022,OK,534.98,OK,ON_TIME
PE0007087,LN003006,22,5/5/2025,OK,680.05,OK,ON_TIME
PE0002186,LN000559,8,1/2/2024,OK,137.54,OK,ON_TIME
PE0004478,LN003178,55,8/18/2027,OK,143.18,OK,ON_TIME
PE0010083,LN002437,39,6/14/2024,OK,596.11,OK,ON_TIME
PE0001156,LN002587,15,10/28/2023,OK,256.46,OK,ON_TIME
PE0016091,LN002054,33,1/24/2024,OK,233.67,OK,ON_TIME
PE0000330,LN001845,60,9/27/2028,OK,673.94,OK,ON_TIME
PE0016435,LN000163,2,11/7/2021,OK,1277.85,OK,LATE
PE0009921,LN002752,15,4/9/2023,OK,624.12,OK,ON_TIME
PE0014884,LN001024,12,12/21/2022,OK,530.32,OK,ON_TIME
PE0020471,LN002849,33,3/4/2026,OK,378.46,OK,ON_TIME
PE0003228,LN002242,24,11/26/2025,OK,635.27,OK,ON_TIME
PE0006522,LN001132,51,2/12/2026,OK,653.76,OK,ON_TIME
PE0002998,LN002722,29,8/14/2023,OK,638.14,OK,ON_TIME
PE0020195,LN001888,9,8/16/2022,OK,577.75,OK,ON_TIME
PE0013542,LN000911,5,11/25/2022,OK,182.2,OK,ON_TIME
PE0018911,LN002797,45,11/30/2025,OK,935.39,OK,ON_TIME
PE0003184,LN002867,52,11/14/2025,OK,774.54,OK,ON_TIME
PE0004393,LN000160,11,7/25/2022,OK,1166.09,OK,ON_TIME
PE0017841,LN002330,8,12/12/2022,OK,411.04,OK,MISSED
PE0019947,LN000330,22,5/25/2025,OK,307.41,OK,ON_TIME
PE0010722,LN001276,34,1/7/2025,OK,161.38,OK,ON_TIME
PE0018786,LN002320,3,7/21/2023,OK,814.61,OK,ON_TIME
PE0002464,LN000664,16,9/2/2022,OK,786.41,OK,ON_TIME
PE0015644,LN001262,18,8/31/2022,OK,609.76,OK,ON_TIME
PE0002847,LN001243,8,8/3/2022,OK,106.89,OK,ON_TIME
PE0017862,LN002132,19,11/19/2022,OK,273.47,OK,ON_TIME
PE0008873,LN001825,29,2/13/2026,OK,251.72,OK,ON_TIME
PE0007587,LN001009,22,5/7/2025,OK,1291.06,OK,ON_TIME
PE0009805,LN003277,55,1/25/2026,OK,982.75,OK,ON_TIME
PE0020189,LN001888,3,2/17/2022,OK,569.99,OK,ON_TIME
PE0002192,LN000559,14,6/30/2024,OK,146.07,OK,ON_TIME
PE0009922,LN002752,16,5/9/2023,OK,571.67,OK,ON_TIME
PE0008002,LN002277,15,2/8/2023,OK,976.82,OK,ON_TIME
PE0017502,LN001579,3,10/17/2021,OK,439.01,OK,ON_TIME
PE0006669,LN001196,12,5/21/2024,OK,869.71,OK,ON_TIME
PE0013359,LN002846,36,5/4/2025,OK,610.56,OK,ON_TIME
PE0002071,LN002270,3,8/27/2021,OK,1015.46,OK,ON_TIME
PE0008164,LN001413,6,10/12/2022,OK,253.77,OK,ON_TIME
PE0019795,LN002834,15,12/24/2023,OK,1126.64,OK,ON_TIME
PE0007594,LN001009,29,12/3/2025,OK,1236.46,OK,ON_TIME
PE0022234,LN002781,23,10/11/2025,OK,728.05,OK,ON_TIME
PE0006303,LN002445,2,5/23/2023,OK,299.28,OK,ON_TIME
PE0012819,LN002639,50,4/23/2025,OK,413.8,OK,ON_TIME
PE0003417,LN001625,36,3/5/2024,OK,1010.72,OK,ON_TIME
PE0005910,LN001824,9,7/18/2024,OK,571.16,OK,ON_TIME
PE0014942,LN000502,6,7/29/2021,OK,942.61,OK,ON_TIME
PE0023414,LN000977,45,2/11/2025,OK,243.17,OK,ON_TIME
PE0018439,LN002176,27,2/5/2026,OK,1504.46,OK,ON_TIME
PE0020268,LN001008,2,7/13/2021,OK,631.41,OK,ON_TIME
PE0016346,LN001503,5,11/3/2021,OK,544.56,OK,ON_TIME
PE0015292,LN000383,45,8/16/2025,OK,783.93,OK,ON_TIME
PE0007582,LN001009,17,12/8/2024,OK,1298.3,OK,ON_TIME
PE0004048,LN003482,49,2/15/2027,OK,59.42,OK,ON_TIME
PE0015765,LN003477,38,10/25/2025,OK,158.29,OK,ON_TIME
PE0006621,LN000762,18,5/9/2024,OK,466.45,OK,ON_TIME
PE0014143,LN002316,32,4/24/2026,OK,154.32,OK,ON_TIME
PE0017618,LN000440,2,7/26/2023,OK,1317.1,OK,ON_TIME
PE0005299,LN000567,29,9/13/2023,OK,407.18,OK,ON_TIME
PE0002323,LN001364,20,7/1/2023,OK,1030.65,OK,ON_TIME
PE0004241,LN003380,7,1/13/2022,OK,1130.76,OK,ON_TIME
PE0015376,LN002541,9,2/10/2022,OK,438.99,OK,ON_TIME
PE0021497,LN001940,4,6/4/2021,OK,543.16,OK,ON_TIME
PE0013935,LN002802,44,5/29/2025,OK,764.78,OK,ON_TIME
PE0006746,LN002425,13,3/25/2022,OK,662.22,OK,ON_TIME
PE0010948,LN003122,4,8/19/2021,OK,1690.62,OK,LATE
PE0002493,LN000543,9,1/24/2022,OK,498.38,OK,ON_TIME
PE0007613,LN002392,8,3/29/2024,OK,348.29,OK,ON_TIME
PE0011332,LN000804,25,1/17/2026,OK,1027.53,OK,ON_TIME
PE0006903,LN002993,8,11/8/2023,OK,199.58,OK,ON_TIME
PE0009770,LN003277,20,3/12/2023,OK,906.13,OK,ON_TIME
PE0015383,LN002112,7,9/11/2023,OK,270.28,OK,ON_TIME
PE0005235,LN001882,54,12/10/2026,OK,305.02,OK,ON_TIME
PE0009070,LN003286,29,3/1/2024,OK,511.27,OK,ON_TIME
PE0003273,LN000464,18,6/9/2023,OK,179.86,OK,MISSED
PE0010142,LN001371,38,10/14/2024,OK,860.35,OK,ON_TIME
PE0005274,LN000567,4,8/24/2021,OK,409,OK,ON_TIME
PE0015957,LN002656,7,12/31/2023,OK,475.05,OK,ON_TIME
PE0002890,LN002599,17,8/26/2024,OK,180.2,OK,ON_TIME
PE0014514,LN000513,21,1/2/2025,OK,1144.71,OK,ON_TIME
PE0020206,LN001888,20,7/12/2023,OK,613.74,OK,ON_TIME
PE0000789,LN001902,12,3/31/2024,OK,1238.02,OK,ON_TIME
PE0015530,LN002094,35,5/6/2025,OK,426.37,OK,ON_TIME
PE0003348,LN002617,3,6/28/2023,OK,1664.48,OK,ON_TIME
PE0022503,LN001145,2,4/10/2022,OK,367.3,OK,ON_TIME
PE0017998,LN001589,14,3/10/2023,OK,732.14,OK,ON_TIME
PE0020082,LN003083,13,7/29/2023,OK,940.05,OK,ON_TIME
PE0016866,LN001870,10,7/12/2022,OK,730.66,OK,ON_TIME
PE0018105,LN003387,21,7/16/2024,OK,78.13,OK,ON_TIME
PE0017099,LN001463,15,10/29/2024,OK,1056.58,OK,ON_TIME
PE0016798,LN001379,14,4/11/2023,OK,964.38,OK,ON_TIME
PE0013637,LN001801,11,6/30/2023,OK,1003.55,OK,ON_TIME
