loan_id,loan_grade,loan_subgrade,loan_purpose,loan_term_months,loan_amount,interest_rate,installment,issue_date,first_payment_date,loan_status,total_payment,principal_received,interest_received,charged_off_amount,credit_score,dti,annual_income,employment_length,home_ownership,addr_state
LN002658,C,C3,medical,60,39100.0,15.76,945.86,2022-03-04,2022-04-06,Charged Off,19882.77,13917.94,5964.83,25182.06,684.0,39.54,56400,8 years,RENT,OH
LN003230,C,C1,medical,36,13700.0,12.98,461.48,2022-02-14,2022-03-21,Charged Off,4417.85,3092.49,1325.36,10607.51,777.0,14.39,168400,6 years,OWN,SD
LN000381,A,A5,educational,60,28000.0,7.96,567.2,2023-02-27,2023-04-03,Current,23255.2,15115.88,8139.32,0.0,819.0,36.53,142600,4 years,MORTGAGE,KY
LN000948,A,A2,major_purchase,60,23400.0,5.08,442.45,2021-06-03,2021-07-08,Fully Paid,26277.04,23400.0,2877.04,0.0,715.0,16.51,90900,1 year,MORTGAGE,AR
LN003324,D,D5,moving,60,18900.0,21.92,521.14,2022-03-18,2022-04-20,Late (31-120 days),2605.7,1823.99,781.71,0.0,659.0,37.0,142900,9 years,MORTGAGE,KY
LN002410,E,E2,major_purchase,36,2800.0,26.29,113.25,2023-01-29,2023-03-01,Fully Paid,4057.42,2800.0,1257.42,0.0,645.0,22.03,75400,1 year,MORTGAGE,DE
LN002861,D,D5,wedding,36,12800.0,17.84,461.72,2021-11-19,2021-12-20,Charged Off,6903.9,4832.73,2071.17,7967.27,820.0,11.96,109800,2 years,MORTGAGE,TX
LN000716,D,D1,wedding,60,22500.0,20.41,601.26,2021-03-30,2021-05-03,Fully Paid,35816.03,22500.0,13316.03,0.0,630.0,6.99,227300,,OTHER,NE
LN002399,B,B5,credit_card,60,32000.0,11.19,698.79,2023-07-14,2023-08-14,Fully Paid,42179.74,32000.0,10179.74,0.0,704.0,28.55,178900,3 years,OWN,ND
LN000687,E,E2,small_business,36,5400.0,24.75,213.99,2022-10-12,2022-11-16,Fully Paid,7837.39,5400.0,2437.39,0.0,621.0,7.73,173800,4 years,RENT,VA
LN003072,F,F1,medical,60,40000.0,31.07,1320.55,2023-07-09,2023-08-11,Current,23769.9,15450.44,8319.47,0.0,620.0,41.23,108800,5 years,RENT,ON
LN001294,A,A1,major_purchase,36,37800.0,7.79,1180.86,2023-02-04,2023-03-09,Default,12989.46,9092.62,3896.84,0.0,755.0,32.46,131300,5 years,MORTGAGE,MI
LN000306,C,C4,major_purchase,60,36700.0,14.62,865.79,2021-05-20,2021-06-20,Late (31-120 days),6926.32,4848.42,2077.9,0.0,782.0,35.75,168500,6 years,MORTGAGE,WI
LN000210,E,E5,medical,36,21900.0,22.61,843.3,2023-12-14,2024-01-16,Current,2529.9,1644.44,885.47,0.0,665.0,5.06,179100,10+ years,MORTGAGE,CT
LN001144,B,B2,moving,60,17600.0,10.85,381.35,2022-01-08,2022-02-10,Current,13728.6,8923.59,4805.01,0.0,615.0,31.29,32100,10+ years,OTHER,AL
LN002665,B,B2,credit_card,36,38100.0,10.59,1239.96,2023-07-16,2023-08-18,Fully Paid,44505.91,38100.0,6405.91,0.0,720.0,31.15,227800,8 years,RENT,TX
LN001667,D,D1,major_purchase,36,,21.62,1067.64,2022-12-17,2023-01-15,Charged Off,9142.59,6399.81,2742.78,21700.19,655.0,36.16,181200,,MORTGAGE,OR
LN001493,C,D4,major_purchase,36,22100.0,16.4,781.34,2023-12-28,2024-01-26,Current,17189.48,11173.16,6016.32,0.0,708.0,27.63,148400,10+ years,RENT,MA
LN000886,A,A4,debt_consolidation,36,17500.0,6.28,534.61,2023-01-12,2023-02-13,Current,12296.03,7992.42,4303.61,0.0,716.0,190.94,107000,8 years,MORTGAGE,MN
LN001930,F,F5,renewable_energy,36,35000.0,28.5,1457.2,2023-06-13,2023-07-12,Fully Paid,51706.72,35000.0,16706.72,0.0,,25.14,76500,1 year,RENT,NY
LN002203,E,E4,vacation,36,16300.0,26.88,664.4,2021-10-27,2021-11-25,Late (31-120 days),1328.8,930.16,398.64,0.0,582.0,39.33,114100,7 years,MORTGAGE,CO
LN000918,B,B3,credit_card,60,5600.0,10.74,121.03,2022-11-11,2022-12-14,Current,5204.29,3382.79,1821.5,0.0,627.0,35.26,107800,3 years,MORTGAGE,MN
LN003403,C,C1,renewable_energy,36,8900.0,14.97,308.39,2022-06-28,2022-08-02,Default,2158.73,1511.11,647.62,0.0,660.0,36.0,124900,,RENT,MD
LN002223,E,E1,medical,36,28000.0,25.33,1118.17,2021-12-04,2022-01-05,Fully Paid,40649.42,28000.0,12649.42,0.0,701.0,37.52,38800,< 1 year,OWN,NY
LN000192,B,B3,educational,60,19800.0,10.09,421.57,2021-11-01,2021-12-06,Fully Paid,24790.82,19800.0,4990.82,0.0,778.0,38.89,63100,8 years,OWN,TX
LN002277,C,C1,vacation,36,27700.0,14.72,956.44,2021-11-15,2021-12-19,Fully Paid,34361.55,27700.0,6661.55,0.0,718.0,5.28,188600,1 year,MORTGAGE,ID
LN003411,B,B1,car,60,4800.0,10.01,102.01,2023-01-02,2023-02-05,Current,4284.42,2784.87,1499.55,0.0,805.0,31.58,150900,7 years,MORTGAGE,NE
LN001266,A,A3,medical,36,5700.0,5.87,173.07,2023-02-21,2023-03-24,Late (31-120 days),865.35,605.75,259.61,0.0,817.0,17.77,124900,7 years,RENT,NC
LN000484,D,D4,small_business,60,34000.0,17.8,859.68,2023-04-05,2023-05-06,Fully Paid,50783.48,34000.0,16783.48,0.0,629.0,6.11,152100,5 years,MORTGAGE,NV
LN002709,B,B5,wedding,36,38400.0,10.47,1247.55,2022-06-01,2022-07-04,Current,4990.2,3243.63,1746.57,0.0,628.0,13.99,35700,5 years,MORTGAGE,CT
LN000916,D,D3,major_purchase,60,18600.0,18.76,480.04,2022-01-21,2022-02-21,Fully Paid,29129.26,18600.0,10529.26,0.0,663.0,23.33,132700,8 years,RENT,OK
LN002381,F,F1,major_purchase,36,33100.0,27.91,1367.53,2023-02-10,2023-03-13,Fully Paid,49924.68,33100.0,16824.68,0.0,661.0,6.99,60800,7 years,OTHER,ID
LN000278,A,A1,medical,36,9200.0,7.95,288.08,2022-08-29,2022-09-30,Fully Paid,10189.2,9200.0,989.2,0.0,780.0,16.81,246600,< 1 year,MORTGAGE,CT
LN000989,B,B4,educational,36,5500.0,11.35,180.98,2023-03-24,2023-04-28,Fully Paid,6583.76,5500.0,1083.76,0.0,802.0,15.43,123000,< 1 year,MORTGAGE,AK
LN003420,A,A4,renewable_energy,36,16800.0,6.89,517.89,2021-11-20,2021-12-23,Fully Paid,18428.12,16800.0,1628.12,0.0,585.0,7.85,105200,1 year,MORTGAGE,CT
LN001246,A,A2,medical,60,19900.0,5.77,382.6,2023-06-29,2023-08-02,Current,20277.8,13180.57,7097.23,0.0,613.0,39.17,100400,9 years,RENT,ME
LN002329,E,E1,educational,60,13900.0,22.61,388.74,2023-11-23,2023-12-26,Fully Paid,23319.88,13900.0,9419.88,0.0,733.0,237.19,136700,7 years,MORTGAGE,SC
LN000572,A,A2,medical,36,13000.0,6.19,396.61,2022-04-22,2022-05-24,Charged Off,3346.14,2342.3,1003.84,10657.7,,42.42,178200,3 years,RENT,WI
LN001436,D,D1,home_improvement,36,28600.0,17.94,1033.1,2023-03-16,2023-04-20,Late (31-120 days),8264.8,5785.36,2479.44,0.0,583.0,42.05,241700,3 years,MORTGAGE,MI
LN002432,D,D5,credit_card,60,8500.0,19.32,221.99,2022-06-26,2022-07-25,Fully Paid,13258.44,8500.0,4758.44,0.0,807.0,31.72,66600,10+ years,RENT,LA
LN000994,D,D2,medical,60,38600.0,20.74,1038.62,2022-03-23,2022-04-23,Late (31-120 days),5193.1,3635.17,1557.93,0.0,672.0,23.55,119100,,MORTGAGE,KY
LN002032,B,B3,major_purchase,36,3600.0,11.0,117.86,2021-08-11,2021-09-12,Fully Paid,4200.29,3600.0,600.29,0.0,682.0,29.77,83800,8 years,MORTGAGE,WV
LN003122,G,G3,small_business,36,,33.11,1638.81,2021-04-21,2021-05-25,Charged Off,22021.96,15415.37,6606.59,21684.63,955.0,40.59,126200,5 years,MORTGAGE,NM
LN000586,F,F5,small_business,60,4400.0,30.29,143.14,2021-09-24,2021-10-25,Late (31-120 days),1001.98,701.39,300.59,0.0,775.0,27.11,176000,< 1 year,RENT,WY
LN003075,C,C3,educational,36,17600.0,15.38,613.39,2022-08-09,2022-09-06,Default,3066.95,2146.86,920.08,0.0,780.0,25.74,144800,< 1 year,MORTGAGE,OH
LN000414,C,C4,renewable_energy,60,38500.0,15.19,919.76,2021-09-03,2021-10-04,Charged Off,16275.68,11392.98,4882.7,27107.02,626.0,17.53,29300,7 years,MORTGAGE,AL
LN001358,C,C1,renewable_energy,36,19300.0,13.05,650.76,2022-12-03,2023-01-06,Fully Paid,23151.75,19300.0,3851.75,0.0,757.0,19.84,215800,8 years,RENT,MN
LN001350,A,A1,home_improvement,36,9600.0,6.3,293.36,2021-11-05,2021-12-05,Current,2053.52,1334.79,718.73,0.0,739.0,39.68,228200,1 year,MORTGAGE,CO
LN001008,B,B4,small_business,60,28700.0,10.73,620.15,2021-05-14,2021-06-14,Fully Paid,36511.1,28700.0,7811.1,0.0,262.0,13.28,54200,< 1 year,OWN,DE
LN000675,D,D5,wedding,60,,18.1,1000.1,2022-11-11,2022-12-10,Fully Paid,58812.76,39300.0,19512.76,0.0,797.0,5.69,219100,10+ years,MORTGAGE,AR
LN002245,C,C2,medical,60,7600.0,13.1,173.31,2022-02-21,2022-03-26,Current,2253.03,1464.47,788.56,0.0,777.0,42.86,237800,2 years,RENT,IA
LN000856,C,C1,wedding,36,21900.0,16.28,772.97,2023-12-28,2024-01-30,CURRENT,10048.61,6531.6,3517.01,0.0,725.0,30.02,62200,,RENT,RI
LN000448,D,D2,educational,36,10300.0,21.87,392.67,2022-07-07,2022-08-06,Fully Paid,13919.51,10300.0,3619.51,0.0,661.0,27.98,205500,3 years,RENT,OK
LN002523,C,C2,wedding,36,6000.0,14.11,205.39,2022-01-27,2022-02-28,Fully Paid,7439.26,6000.0,1439.26,0.0,705.0,41.83,209300,8 years,RENT,MS
LN000866,D,D5,vacation,36,20400.0,17.07,728.03,2023-05-21,2023-06-19,Fully Paid,26009.17,20400.0,5609.17,0.0,637.0,11.0,73900,7 years,RENT,NJ
LN002600,B,B1,debt_consolidation,36,7100.0,9.41,227.14,2022-10-07,2022-11-05,Current,3861.38,2509.9,1351.48,0.0,799.0,16.12,97600,10+ years,MORTGAGE,AR
LN002712,B,B5,educational,36,6400.0,10.92,209.29,2023-10-16,2023-11-20,Fully Paid,7666.94,6400.0,1266.94,0.0,798.0,33.57,37100,2 years,RENT,MT
LN003205,F,F5,moving,60,9400.0,27.79,291.49,2021-01-22,2021-02-20,Charged Off,673.47,471.43,202.04,8928.57,111.0,11.44,35400,5 years,RENT,SC
LN002856,A,A5,educational,36,22800.0,7.89,713.31,2021-11-03,2021-12-02,Late (31-120 days),2853.24,1997.27,855.97,0.0,666.0,6.72,195300,1 year,RENT,ME
LN002258,D,D4,medical,36,20200.0,18.11,731.39,2021-08-02,2021-09-01,Fully Paid,26214.74,20200.0,6014.74,0.0,783.0,23.45,101100,2 years,MORTGAGE,ME
LN001691,D,D2,credit_card,36,10600.0,19.08,388.98,2023-10-25,2023-11-29,Charged Off,4026.74,2818.72,1208.02,7781.28,676.0,44.6,194500,4 years,RENT,FL
LN003201,D,D2,major_purchase,36,18400.0,19.1,675.4,2022-12-10,2023-01-09,Default,8104.8,5673.36,2431.44,0.0,586.0,26.75,68500,10+ years,MORTGAGE,WI
LN003259,B,B2,vacation,36,31800.0,11.68,1051.36,2022-09-18,2022-10-17,Current,9462.24,6150.46,3311.78,0.0,731.0,20.76,74400,2 years,MORTGAGE,MS
LN001248,G,G4,car,60,25400.0,34.78,897.88,2023-08-04,2023-09-08,Fully Paid,53084.83,25400.0,27684.83,0.0,660.0,29.53,184800,< 1 year,RENT,LA
LN001986,A,A5,educational,60,25900.0,6.94,512.12,2023-03-22,2023-04-22,Fully Paid,30525.99,25900.0,4625.99,0.0,749.0,44.92,209500,7 years,RENT,CA
LN000295,D,D3,home_improvement,60,,18.32,281.25,2023-03-22,2023-04-20,Current,1125.0,731.25,393.75,0.0,797.0,25.29,37700,9 years,MORTGAGE,WY
LN001548,G,G2,home_improvement,36,29500.0,33.72,1313.18,2023-02-18,2023-03-19,Fully Paid,47496.69,29500.0,17996.69,0.0,594.0,11.64,216300,8 years,MORTGAGE,NV
LN002013,A,A4,major_purchase,36,14900.0,5.2,447.91,2023-10-28,2023-11-29,Charged Off,5821.92,4075.34,1746.58,10824.66,748.0,39.6,52900,< 1 year,MORTGAGE,MT
LN000589,A,A1,wedding,36,16000.0,5.37,482.2,2022-02-19,2022-03-25,Fully Paid,17478.21,16000.0,1478.21,0.0,582.0,32.1,87800,5 years,RENT,VA
LN001742,D,D2,major_purchase,60,17000.0,-17.97,431.41,2023-01-26,2023-03-02,Late (31-120 days),1294.23,905.96,388.27,0.0,776.0,30.73,78700,10+ years,RENT,NV
LN001282,A,A2,car,36,3200.0,7.23,99.14,2021-04-14,2021-05-15,Late (31-120 days),793.12,555.18,237.94,0.0,593.0,37.83,80700,2 years,RENT,CA
LN003216,B,B5,small_business,36,30100.0,9.67,966.59,2023-11-24,2023-12-29,Fully Paid,34359.81,30100.0,4259.81,0.0,,17.7,206900,10+ years,OWN,OR
LN002324,A,A4,vacation,36,6900.0,7.04,213.18,2021-02-18,2021-03-22,Current,1918.62,1247.1,671.52,0.0,793.0,43.6,229400,2 years,MORTGAGE,WA
LN001951,E,E5,debt_consolidation,36,11400.0,23.38,443.55,2022-02-15,2022-03-19,Charged Off,1021.37,714.96,306.41,10685.04,798.0,18.35,114700,4 years,RENT,ND
LN003496,C,C3,vacation,36,1200.0,14.29,41.18,2023-07-21,2023-08-18,Fully Paid,1500.18,1200.0,300.18,0.0,262.0,32.65,215900,< 1 year,RENT,FL
LN003099,B,B1,vacation,36,19500.0,10.83,636.84,2022-11-18,2022-12-21,Fully Paid,22670.69,19500.0,3170.69,0.0,612.0,6.17,187100,5 years,RENT,PA
LN002616,F,F5,small_business,36,31300.0,30.88,1343.87,2022-07-12,2022-08-09,Fully Paid,48363.4,31300.0,17063.4,0.0,663.0,35.91,89600,10+ years,MORTGAGE,SD
LN002058,A,A5,car,36,18200.0,5.47,549.32,2022-10-24,2022-11-26,Current,3295.92,2142.35,1153.57,0.0,581.0,11.64,127300,< 1 year,RENT,ME
LN002933,E,E4,educational,60,,25.16,1133.64,2021-01-24,2021-02-27,Charged Off,15933.83,11153.68,4780.15,27346.32,799.0,16.1,207400,,OWN,DE
LN001418,C,C1,debt_consolidation,36,16100.0,13.71,547.99,2021-04-04,2021-05-06,Fully Paid,19802.85,16100.0,3702.85,0.0,591.0,20.74,137300,7 years,MORTGAGE,OK
LN000426,A,A1,small_business,60,,6.37,115.08,2021-09-24,2021-10-24,Current,805.56,523.61,281.95,0.0,789.0,37.7,71700,5 years,MORTGAGE,IA
LN001055,C,C5,educational,36,35000.0,13.81,1192.99,2023-11-21,2023-12-21,Current,23859.8,15508.87,8350.93,0.0,786.0,28.75,125400,2 years,RENT,NM
LN002996,C,C4,debt_consolidation,60,34300.0,13.11,782.36,2022-06-24,2022-07-22,Current,25035.52,16273.09,8762.43,0.0,660.0,24.07,232300,6 years,MORTGAGE,IL
LN000557,E,E3,small_business,36,25200.0,23.57,982.99,2021-05-13,2021-06-15,Current,23591.76,15334.64,8257.12,0.0,713.0,36.76,54800,9 years,MORTGAGE,WI
LN003190,A,A3,debt_consolidation,60,29600.0,6.49,579.02,2022-01-18,2022-02-15,Late (31-120 days),3474.12,2431.88,1042.24,0.0,755.0,12.56,36000,10+ years,RENT,LA
LN003187,D,D3,small_business,36,18900.0,17.39,677.51,2021-07-14,2021-08-11,Fully Paid,23925.07,18900.0,5025.07,0.0,740.0,30.79,69500,1 year,MORTGAGE,WA
LN003011,C,C5,home_improvement,36,3800.0,16.48,134.5,2021-07-06,2021-08-05,Fully Paid,4884.34,3800.0,1084.34,0.0,700.0,29.64,42800,4 years,RENT,MA
LN001194,B,B1,wedding,36,13900.0,10.52,451.92,2021-01-23,2021-02-27,Current,4519.2,2937.48,1581.72,0.0,626.0,40.73,204700,< 1 year,MORTGAGE,NH
LN001717,D,D5,renewable_energy,36,5900.0,18.77,215.59,2023-12-09,2024-01-09,Current,7545.65,4904.67,2640.98,0.0,601.0,9.06,236000,7 years,MORTGAGE,CO
LN002452,A,A4,educational,60,30700.0,7.67,617.65,2022-02-06,2022-03-06,Fully Paid,37524.52,30700.0,6824.52,0.0,716.0,8.82,32600,2 years,OWN,OK
LN003246,E,E5,wedding,60,36300.0,22.93,1021.85,2023-06-01,2023-07-04,Current,37808.45,24575.49,13232.96,0.0,600.0,37.38,74500,5 years,RENT,BC
LN002924,D,D2,home_improvement,60,7200.0,19.92,190.44,2022-07-30,2022-09-02,charged off,1002.16,701.51,300.65,6498.49,658.0,43.54,65800,4 years,RENT,ME
LN001286,B,B5,renewable_energy,60,12300.0,10.9,266.82,2022-12-20,2023-01-18,Charged Off,2622.65,1835.86,786.79,10464.14,805.0,36.35,172400,4 years,OWN,KS
LN002249,C,C3,renewable_energy,60,25400.0,16.3,621.73,2021-03-11,2021-04-14,Charged Off,13754.23,9627.96,4126.27,15772.04,,30.11,146100,4 years,MORTGAGE,MD
LN002274,A,A5,medical,60,30500.0,6.24,593.06,2021-12-10,2022-01-14,Fully Paid,35488.38,30500.0,4988.38,0.0,749.0,24.7,222800,< 1 year,RENT,MD
LN002883,A,A3,educational,36,17300.0,5.44,521.92,2021-08-28,2021-10-02,Fully Paid,18606.58,17300.0,1306.58,0.0,628.0,35.45,120600,1 year,OWN,LA
LN001890,A,A2,educational,36,20600.0,7.83,643.91,2021-08-28,2021-09-27,Charged Off,4922.14,3445.5,1476.64,17154.5,695.0,15.76,164200,9 years,RENT,MN
LN001592,B,B1,car,36,24700.0,10.62,804.21,2023-07-15,2023-08-18,Fully Paid,28457.87,24700.0,3757.87,0.0,675.0,28.26,223400,10+ years,MORTGAGE,TX
LN001548,G,G2,home_improvement,36,,33.72,1313.18,2023-02-18,2023-03-19,Fully Paid,47496.69,29500.0,17996.69,0.0,594.0,11.64,216300,8 years,MORTGAGE,NV
LN002631,A,A3,moving,36,14500.0,6.59,445.0,2023-07-31,2023-08-29,Charged Off,7825.45,5477.81,2347.63,9022.19,763.0,28.58,147900,10+ years,RENT,CO
LN002907,G,G1,home_improvement,60,28300.0,33.12,970.57,2023-06-01,2023-07-06,Charged Off,10027.64,7019.35,3008.29,21280.65,622.0,43.46,236100,5 years,RENT,NJ
LN001138,C,C5,educational,60,7900.0,14.13,184.35,2021-06-05,2021-07-06,Fully Paid,11005.39,7900.0,3105.39,0.0,765.0,9.97,66900,7 years,OWN,VT
LN002303,A,A4,credit_card,36,15600.0,6.07,475.08,2022-12-22,2023-01-25,Late (31-120 days),2850.48,1995.34,855.14,0.0,761.0,23.45,136000,10+ years,RENT,RI
LN003384,G,G1,major_purchase,36,18600.0,35.86,850.47,2022-12-25,2023-01-24,Late (31-120 days),9355.17,6548.62,2806.55,0.0,723.0,26.87,245900,< 1 year,MORTGAGE,RI
LN003402,D,D3,medical,60,8100.0,17.69,204.32,2021-02-13,2021-03-20,Fully Paid,12284.55,8100.0,4184.55,0.0,616.0,15.58,239800,5 years,MORTGAGE,HI
LN001712,B,B4,home_improvement,36,13600.0,11.55,448.8,2023-02-15,2023-03-15,Current,13015.2,8459.88,4555.32,0.0,686.0,17.01,134100,5 years,OTHER,IA
LN003369,B,B1,medical,60,13500.0,9.35,282.54,2022-08-08,2022-09-07,Current,2260.32,1469.21,791.11,0.0,588.0,9.01,163100,10+ years,MORTGAGE,NH
LN000454,B,B4,educational,60,8100.0,11.42,177.81,2021-10-11,2021-11-09,fully paid,10584.63,8100.0,2484.63,0.0,802.0,26.01,162300,< 1 year,MORTGAGE,WI
LN000914,G,F5,credit_card,36,13200.0,33.44,585.52,2023-05-24,2023-06-27,Current,2927.6,1902.94,1024.66,0.0,668.0,30.88,205300,10+ years,MORTGAGE,ND
LN002430,A,A5,major_purchase,60,,7.7,428.84,2023-11-21,2023-12-22,Charged Off,4398.03,3078.62,1319.41,18221.38,623.0,21.49,88000,< 1 year,RENT,HI
LN001200,C,C5,medical,36,11000.0,16.15,387.54,2021-04-07,2021-05-11,Default,775.08,542.56,232.52,0.0,,32.47,229700,1 year,MORTGAGE,GA
LN001275,B,B2,credit_card,60,19400.0,9.67,409.05,2021-11-06,2021-12-09,Default,818.1,572.67,245.43,0.0,697.0,24.47,144100,8 years,MORTGAGE,FL
LN000038,F,F4,medical,36,25800.0,27.62,1061.89,2022-11-08,2022-12-11,Current,29732.92,19326.4,10406.52,0.0,765.0,11.6,216400,10+ years,OTHER,OH
LN000975,A,A4,car,60,8100.0,7.36,161.77,2021-11-27,2021-12-31,Default,1779.47,1245.63,533.84,0.0,618.0,20.98,30700,4 years,MORTGAGE,ID
LN000984,B,B4,car,60,1500.0,9.54,31.53,2022-05-12,2022-06-12,Fully Paid,1855.88,1500.0,355.88,0.0,746.0,30.76,197600,< 1 year,OWN,GA
LN002412,B,B2,moving,60,38000.0,11.24,830.77,2022-04-03,2022-05-06,Fully Paid,49506.1,38000.0,11506.1,0.0,664.0,212.51,95300,< 1 year,MORTGAGE,LA
LN001419,F,F4,major_purchase,36,,29.01,121.54,2023-12-03,2024-01-02,Fully Paid,4447.23,2900.0,1547.23,0.0,736.0,28.89,220600,1 year,MORTGAGE,WY
LN001561,C,C1,credit_card,60,26300.0,14.98,625.4,2022-08-27,2022-09-27,Fully Paid,37820.19,26300.0,11520.19,0.0,590.0,40.29,142500,6 years,OWN,LA
LN000040,F,F3,car,36,5100.0,29.38,214.77,2022-09-24,2022-10-22,Default,1288.62,902.03,386.59,0.0,637.0,31.01,41400,8 years,MORTGAGE,IL
LN001487,B,B2,wedding,60,33100.0,10.0,703.28,2022-04-12,2022-05-15,Fully Paid,41402.43,33100.0,8302.43,0.0,811.0,15.58,243000,8 years,RENT,WV
LN002299,A,A4,moving,60,39700.0,5.56,759.42,2022-03-24,2022-04-21,Fully Paid,46448.99,39700.0,6748.99,0.0,,18.46,119300,6 years,OWN,NC
LN000170,F,F4,major_purchase,60,6200.0,28.03,193.15,2021-05-25,2021-06-24,Charged Off,2209.32,1546.52,662.8,4653.48,711.0,21.32,35700,1 year,MORTGAGE,RI
LN001356,E,E4,car,36,23900.0,25.17,952.41,2021-06-01,2021-07-03,Late (31-120 days),1904.82,1333.37,571.45,0.0,687.0,37.65,182900,10+ years,OWN,AZ
LN001325,F,F1,educational,36,5000.0,30.33,213.16,2023-04-19,2023-05-22,Current,7247.44,4710.84,2536.6,0.0,683.0,6.12,134300,4 years,OWN,WA
LN003248,B,B5,debt_consolidation,60,26200.0,10.8,567.04,2022-10-19,2022-11-16,Current,21547.52,14005.89,7541.63,0.0,743.0,115.86,170600,5 years,RENT,OR
LN002368,B,B5,debt_consolidation,36,1100.0,10.83,35.92,2021-06-25,2021-07-26,Charged Off,439.95,307.96,131.98,792.04,217.0,11.78,50700,6 years,MORTGAGE,ND
LN002379,B,B4,medical,36,2800.0,9.79,90.07,2022-10-10,2022-11-08,Fully Paid,3234.01,2800.0,434.01,0.0,629.0,40.31,128700,2 years,RENT,GA
LN001641,B,B3,debt_consolidation,36,,9.67,86.7,2021-10-20,2021-11-22,Fully Paid,3121.63,2700.0,421.63,0.0,657.0,114.91,142800,1 year,MORTGAGE,SD
LN001291,A,A1,credit_card,36,26900.0,-7.82,840.72,2021-06-04,2021-07-03,Current,3362.88,2185.87,1177.01,0.0,616.0,18.14,145800,8 years,OWN,ON
LN001381,B,B5,car,60,39000.0,10.65,841.16,2023-10-16,2023-11-14,Charged Off,3011.43,2108.0,903.43,36892.0,791.0,24.39,39700,9 years,MORTGAGE,RI
LN001934,A,A1,major_purchase,60,27200.0,7.65,546.97,2022-01-12,2022-02-09,Current,6563.64,4266.37,2297.27,0.0,813.0,30.27,236300,4 years,MORTGAGE,AZ
LN000580,A,A4,medical,36,17800.0,6.71,547.26,2023-03-11,2023-04-15,Current,12039.72,7825.82,4213.9,0.0,,11.86,97700,< 1 year,MORTGAGE,NY
LN002031,A,A2,home_improvement,60,1800.0,6.72,35.4,2021-09-23,2021-10-21,Charged Off,924.0,646.8,277.2,1153.2,684.0,7.7,152600,3 years,OWN,NY
LN000893,C,C2,moving,36,36500.0,14.38,1254.23,2021-10-01,2021-10-29,Fully Paid,45698.41,36500.0,9198.41,0.0,801.0,34.59,145000,4 years,OWN,HI
LN000781,B,B3,educational,60,36400.0,9.34,761.62,2023-06-30,2023-08-03,Fully Paid,45426.64,36400.0,9026.64,0.0,709.0,8.06,173300,7 years,MORTGAGE,NH
LN000160,B,B2,vacation,36,36000.0,9.68,1156.22,2021-08-29,2021-10-03,Default,12718.42,8902.89,3815.53,0.0,769.0,24.62,93900,,RENT,FL
LN000003,B,B3,credit_card,36,,9.76,189.71,2021-10-28,2021-11-30,Current,948.55,616.56,331.99,0.0,766.0,23.38,76100,10+ years,RENT,OK
LN000850,B,B4,home_improvement,36,39000.0,10.25,1263.0,2023-04-11,2023-05-11,Current,23997.0,15598.05,8398.95,0.0,683.0,6.29,57100,7 years,MORTGAGE,MN
LN002165,E,E3,vacation,60,14000.0,25.24,412.89,2023-08-08,2023-09-09,Charged Off,3676.79,2573.75,1103.04,11426.25,655.0,11.98,126500,10+ years,MORTGAGE,NM
LN001597,B,B1,renewable_energy,60,36700.0,10.13,782.12,2021-11-28,2022-01-01,Fully Paid,47146.71,36700.0,10446.71,0.0,771.0,42.76,149900,8 years,MORTGAGE,AZ
LN001777,D,D5,educational,60,17200.0,17.32,430.43,2021-10-27,2021-11-30,Charged Off,8105.77,5674.04,2431.73,11525.96,693.0,5.47,105700,4 years,RENT,FL
LN001914,A,A3,vacation,36,5700.0,6.53,174.78,2021-12-25,2022-01-28,Charged Off,2382.09,1667.46,714.63,4032.54,979.0,33.82,193500,4 years,MORTGAGE,MO
LN001044,C,C1,educational,36,33700.0,14.92,1166.9,2022-06-06,2022-07-04,Fully Paid,41802.43,33700.0,8102.43,0.0,580.0,16.49,241600,9 years,MORTGAGE,MT
LN001545,B,B3,credit_card,36,37800.0,11.2,1241.11,2022-08-17,2022-09-15,Charged Off,4074.35,2852.04,1222.3,34947.96,640.0,31.65,45200,5 years,OWN,PA
LN003160,F,F2,vacation,60,9400.0,28.13,293.41,2023-03-22,2023-04-22,Current,12029.81,7819.38,4210.43,0.0,,32.51,145500,2 years,MORTGAGE,UT
LN000054,C,C2,car,36,12500.0,15.09,433.87,2023-10-22,2023-11-23,Current,3037.09,1974.11,1062.98,0.0,595.0,11.64,150900,6 years,MORTGAGE,ME
LN003467,C,C1,renewable_energy,60,32800.0,15.58,790.33,2023-10-04,2023-11-03,Default,5532.31,3872.62,1659.69,0.0,694.0,44.44,46500,3 years,MORTGAGE,HI
LN001912,A,A5,educational,36,4000.0,7.21,123.89,2022-09-19,2022-10-21,Charged Off,1857.62,1300.33,557.29,2699.67,672.0,37.98,56800,< 1 year,MORTGAGE,RI
LN002423,G,G2,major_purchase,60,20900.0,34.49,734.94,2021-12-11,2022-01-10,Fully Paid,43655.36,20900.0,22755.36,0.0,652.0,215.87,59100,8 years,RENT,ME
LN000825,C,C3,wedding,36,26800.0,14.14,917.78,2023-12-10,2024-01-07,Fully Paid,33120.12,26800.0,6320.12,0.0,610.0,18.66,60200,6 years,OWN,DE
LN003218,C,C1,credit_card,36,38000.0,12.57,1272.51,2022-04-09,2022-05-12,Current,7635.06,4962.79,2672.27,0.0,753.0,22.6,56400,4 years,OTHER,CT
