event_id,loan_id,payment_month,payment_date,amount_paid,payment_status
PE0011601,LN001757,30,2024-06-28,887.33,ON_TIME
PE0001598,LN000241,12,2023-03-30,1494.14,ON_TIME
PE0018609,LN002774,4,2021-08-01,131.52,ON_TIME
PE0013386,LN001934,3,2022-04-12,521.16,ON_TIME
PE0004491,LN000263,8,2022-10-07,304.74,ON_TIME
PE0022422,LN002226,7,2021-12-21,1001.48,ON_TIME
PE0014093,LN002122,49,2026-09-05,755.94,ON_TIME
PE0009373,LN002540,24,2024-05-07,734.98,ON_TIME
PE0023150,LN001092,6,2021-09-11,401.9,ON_TIME
PE0006008,LN002627,27,2026-02-23,258.31,ON_TIME
PE0020289,LN001008,23,2023-04-04,612.65,ON_TIME
PE0004303,LN002234,19,2024-05-09,992.6,ON_TIME
PE0003007,LN002722,38,2024-05-10,686.47,ON_TIME
PE0016996,LN001584,6,2021-11-12,1019.87,ON_TIME
PE0008283,LN002983,5,2023-04-30,873.84,ON_TIME
PE0019321,LN002876,2,2022-10-18,920.06,ON_TIME
PE0013286,LN000628,50,2025-10-03,871.89,ON_TIME
PE0001691,LN000115,2,2023-11-25,1137.95,ON_TIME
PE0015092,LN000704,25,2023-04-09,1309.1,ON_TIME
PE0000626,LN000868,28,2024-06-04,106.06,ON_TIME
PE0007524,LN002181,19,2022-10-17,1119.35,ON_TIME
PE0005831,LN000676,26,2024-12-17,346.01,LATE
PE0001742,LN000411,1,2023-07-15,1252.61,ON_TIME
PE0001560,LN002653,10,2022-10-02,1153.49,ON_TIME
PE0013314,LN002731,18,2023-11-15,718.48,ON_TIME
PE0022245,LN002781,34,2026-09-06,758.11,ON_TIME
PE0013529,LN001289,52,2026-04-09,334.86,ON_TIME
PE0018502,LN002427,17,2022-06-05,472.72,ON_TIME
PE0002830,LN001510,6,2022-08-22,170.28,ON_TIME
PE0017886,LN001162,7,2022-06-04,567.39,ON_TIME
PE0018193,LN003437,18,2024-05-05,328.38,ON_TIME
PE0014932,LN003114,4,2022-08-03,328.51,ON_TIME
PE0019991,LN003109,30,2024-11-02,1018.65,ON_TIME
PE0015054,LN001333,47,2026-03-04,993.14,ON_TIME
PE0021318,LN001177,13,2022-08-06,223.53,ON_TIME
PE0021124,LN000392,2,2023-01-04,204.41,MISSED
PE0021304,LN000800,5,2023-11-14,233.78,ON_TIME
PE0011879,LN000287,43,2027-01-25,62.39,ON_TIME
PE0010448,LN001862,16,2023-11-10,237.18,ON_TIME
PE0012562,LN000816,60,2026-08-18,907.09,ON_TIME
PE0017486,LN000557,7,2021-12-09,1005.34,ON_TIME
PE0013937,LN002802,46,2025-07-28,774.47,ON_TIME
PE0007940,LN002310,13,2023-08-03,459.88,ON_TIME
PE0013533,LN001289,56,2026-08-07,329.49,ON_TIME
PE0008028,LN002416,5,2023-04-26,849.95,ON_TIME
PE0003414,LN001625,33,2023-12-06,1000.36,ON_TIME
PE0022714,LN001395,21,2025-03-24,291.93,ON_TIME
PE0023205,LN001201,25,2025-08-01,371.63,LATE
PE0017444,LN001418,17,2022-08-27,521.66,ON_TIME
PE0000907,LN003182,13,2023-12-22,741.52,ON_TIME
PE0009229,LN003244,44,2026-11-28,117.12,ON_TIME
PE0011886,LN000287,50,2027-08-23,65.3,ON_TIME
PE0021286,LN002192,10,2023-04-28,1325.27,ON_TIME
PE0000761,LN002135,20,2023-03-21,695.59,ON_TIME
PE0003119,LN000906,47,2026-07-23,355.0,ON_TIME
PE0000987,LN001919,8,2021-12-06,838.43,ON_TIME
PE0012615,LN000511,14,2022-10-14,271.41,MISSED
PE0016110,LN002054,52,2025-08-16,251.75,ON_TIME
PE0007953,LN002310,26,2024-08-27,453.01,ON_TIME
PE0000325,LN001845,55,2028-04-30,705.02,ON_TIME
PE0015215,LN001635,28,2026-03-23,1063.86,ON_TIME
PE0014499,LN000513,6,2023-10-10,1157.86,ON_TIME
PE0016994,LN001584,4,2021-09-13,1052.59,ON_TIME
PE0020736,LN002701,6,2021-10-20,890.82,ON_TIME
PE0010246,LN002620,12,2024-09-04,517.7,ON_TIME
PE0000296,LN001845,26,2025-12-12,666.07,ON_TIME
PE0014912,LN000946,7,2021-12-02,603.93,ON_TIME
PE0015653,LN003231,2,2023-02-08,652.53,ON_TIME
PE0013794,LN002523,17,2023-06-21,206.66,ON_TIME
PE0011736,LN003423,39,2024-09-23,206.88,ON_TIME
PE0014877,LN001024,5,2022-05-25,549.59,ON_TIME
PE0001786,LN000958,3,2022-11-09,337.35,ON_TIME
PE0014004,LN003468,2,2021-07-03,162.33,ON_TIME
PE0004383,LN000160,1,2021-09-28,1139.0,ON_TIME
PE0002259,LN001252,7,2022-12-18,621.08,ON_TIME
PE0005319,LN000567,49,2025-05-05,427.71,ON_TIME
PE0005855,LN001613,14,2024-02-07,996.61,ON_TIME
PE0018507,LN002427,22,2022-11-02,492.06,ON_TIME
PE0009477,LN001575,8,2022-09-09,1422.18,MISSED
PE0022320,LN002724,1,2022-08-03,723.15,ON_TIME
PE0009555,LN000724,17,2024-02-14,649.64,ON_TIME
PE0017394,LN001526,27,2024-11-25,767.48,ON_TIME
PE0009905,LN003386,59,2026-08-28,513.06,ON_TIME
PE0021559,LN001704,35,2025-09-17,50.58,ON_TIME
PE0005734,LN000710,1,2021-06-16,93.07,ON_TIME
PE0005770,LN001568,29,2025-09-08,595.46,ON_TIME
PE0012647,LN001764,32,2024-03-16,198.19,ON_TIME
PE0023600,LN003393,32,2023-12-21,531.52,ON_TIME
PE0019570,LN001255,5,2024-02-05,851.51,ON_TIME
PE0013426,LN001354,8,2024-02-08,1048.81,ON_TIME
PE0008742,LN000486,18,2025-05-03,476.99,LATE
PE0017584,LN001111,4,2023-01-23,180.61,ON_TIME
PE0008463,LN000088,24,2024-07-01,743.45,ON_TIME
PE0007987,LN002310,60,2027-06-13,442.02,ON_TIME
PE0013097,LN002959,40,2025-03-16,551.67,ON_TIME
PE0020688,LN002015,54,2027-10-16,404.08,ON_TIME
PE0003575,LN001872,3,2024-02-08,993.48,ON_TIME
PE0020864,LN003465,7,2024-06-28,194.46,LATE
PE0007408,LN003362,36,2025-09-22,1192.58,ON_TIME
PE0005309,LN000567,39,2024-07-09,435.79,ON_TIME
PE0012545,LN000816,43,2025-03-26,887.06,ON_TIME
PE0019392,LN002095,5,2021-12-01,1163.57,ON_TIME
PE0007314,LN002975,34,2024-03-19,143.78,ON_TIME
PE0002649,LN003008,11,2022-11-10,511.31,ON_TIME
PE0002587,LN003119,56,2028-05-31,512.14,ON_TIME
PE0008904,LN001825,60,2028-08-31,242.22,ON_TIME
PE0023086,LN000898,10,2022-07-14,160.48,ON_TIME
PE0018416,LN002176,4,2024-03-17,1456.19,LATE
PE0006577,LN001091,10,2024-08-02,1314.03,ON_TIME
PE0003161,LN002867,29,2023-12-25,751.58,ON_TIME
PE0011010,LN001823,10,2023-12-28,413.05,ON_TIME
PE0003183,LN002867,51,2025-10-15,713.79,ON_TIME
PE0018004,LN001589,20,2023-09-06,761.63,ON_TIME
PE0011673,LN001266,6,2023-08-20,170.93,ON_TIME
PE0002378,LN000895,1,2021-09-05,93.03,ON_TIME
PE0004804,LN003041,51,2027-03-05,705.97,ON_TIME
PE0004219,LN000301,14,2024-11-09,640.8,ON_TIME
PE0005693,LN000773,12,2022-06-18,1115.13,ON_TIME
PE0020597,LN002527,21,2024-01-06,886.21,ON_TIME
PE0022737,LN000272,8,2022-07-22,1121.24,ON_TIME
PE0005393,LN002775,14,2022-06-09,745.42,ON_TIME
PE0009117,LN003027,16,2022-11-19,1271.92,ON_TIME
PE0012780,LN002639,11,2022-02-08,411.71,ON_TIME
PE0012370,LN001775,10,2024-08-14,731.11,ON_TIME
PE0010616,LN000720,5,2022-02-28,561.94,LATE
PE0015607,LN001110,17,2023-06-14,1145.95,ON_TIME
PE0009372,LN002540,23,2024-04-07,726.88,ON_TIME
PE0022558,LN000164,21,2025-06-09,1076.54,ON_TIME
PE0018070,LN000206,26,2023-10-11,140.02,ON_TIME
PE0013592,LN002839,9,2024-06-11,748.95,ON_TIME
PE0018964,LN003065,36,2025-12-16,506.17,ON_TIME
PE0018133,LN002262,5,2022-05-29,831.97,ON_TIME
PE0001755,LN000411,14,2024-08-08,1270.99,ON_TIME
PE0021413,LN002749,31,2023-07-26,742.12,ON_TIME
PE0008979,LN001523,1,2023-04-15,455.32,ON_TIME
PE0009267,LN001419,22,2025-09-23,125.66,ON_TIME
PE0009292,LN002882,3,2022-03-15,157.43,ON_TIME
PE0010539,LN002737,31,2024-02-24,754.86,ON_TIME
PE0019164,LN000395,22,2022-10-23,1157.16,ON_TIME
PE0005373,LN000058,7,2023-10-05,595.87,ON_TIME
PE0001880,LN001337,47,2026-03-11,61.89,ON_TIME
PE0017474,LN000857,11,2024-02-21,458.51,ON_TIME
PE0001614,LN000241,28,2024-07-22,1438.9,ON_TIME
PE0005830,LN000676,25,2024-11-17,359.58,ON_TIME
PE0022623,LN000238,32,2024-05-14,680.94,ON_TIME
PE0011960,LN002493,8,2024-05-30,1157.21,ON_TIME
PE0021929,LN002208,41,2025-08-30,449.29,ON_TIME
PE0015506,LN002094,11,2023-05-17,419.89,ON_TIME
PE0002016,LN001471,20,2025-07-24,462.59,ON_TIME
PE0016644,LN001556,11,2024-04-09,841.3,ON_TIME
PE0022595,LN000238,4,2022-01-25,689.75,ON_TIME
PE0019731,LN002124,40,2025-11-15,180.49,ON_TIME
PE0005757,LN001568,16,2024-08-14,575.3,ON_TIME
PE0000604,LN000868,6,2022-08-14,110.52,ON_TIME
PE0005330,LN000567,60,2026-03-31,416.86,ON_TIME
PE0009754,LN003277,4,2021-11-17,985.72,ON_TIME
PE0019545,LN000517,32,2024-05-20,686.94,ON_TIME
PE0000866,LN000599,44,2024-08-24,162.79,ON_TIME
PE0018095,LN003387,11,2023-09-20,78.5,ON_TIME
PE0007013,LN001153,59,2027-11-13,314.25,ON_TIME
PE0010825,LN002947,36,2026-10-19,1217.92,ON_TIME
PE0000244,LN002594,34,2025-01-10,24.97,ON_TIME
PE0016619,LN002072,22,2025-04-28,531.22,ON_TIME
PE0019122,LN002474,48,2026-11-03,585.83,ON_TIME
PE0014708,LN002936,31,2025-11-13,1557.67,ON_TIME
PE0008299,LN002983,21,2024-08-22,926.74,ON_TIME
PE0006803,LN000905,34,2024-08-13,1314.25,ON_TIME
PE0010830,LN002947,41,2027-03-18,1218.35,ON_TIME
PE0014992,LN002253,45,2024-12-05,146.4,LATE
PE0022282,LN000521,35,2026-11-14,321.73,ON_TIME
PE0022692,LN000267,5,2023-03-31,1385.84,ON_TIME
PE0011221,LN003397,10,2022-08-11,730.73,ON_TIME
PE0004831,LN003218,6,2022-10-06,1305.59,ON_TIME
PE0016746,LN001857,33,2025-12-24,727.54,ON_TIME
PE0005345,LN003073,15,2024-09-07,596.21,ON_TIME
PE0005203,LN001882,22,2024-04-24,313.47,ON_TIME
PE0022612,LN000238,21,2023-06-19,656.04,ON_TIME
PE0021799,LN001753,49,2026-08-07,35.65,ON_TIME
PE0022306,LN001352,23,2024-06-21,1077.64,ON_TIME
PE0012798,LN002639,29,2023-08-02,451.49,ON_TIME
PE0019339,LN001725,9,2024-02-01,145.63,ON_TIME
PE0012152,LN002789,20,2023-06-17,159.64,ON_TIME
PE0014095,LN002122,51,2026-11-04,712.82,ON_TIME
PE0001187,LN000525,4,2023-04-14,148.8,ON_TIME
PE0003961,LN001559,4,2022-06-08,584.41,ON_TIME
PE0013792,LN002523,15,2023-04-22,205.35,ON_TIME
PE0003874,LN003163,1,2023-07-18,837.71,ON_TIME
PE0000180,LN002818,28,2023-05-25,1354.19,ON_TIME
PE0019026,LN000434,34,2026-08-31,367.27,ON_TIME
PE0014144,LN002316,33,2026-05-24,159.43,ON_TIME
PE0015422,LN003250,18,2024-07-08,1378.27,ON_TIME
PE0019725,LN002124,34,2025-05-19,180.0,ON_TIME
PE0015713,LN000122,26,2024-10-02,787.29,ON_TIME
PE0010371,LN002840,35,2025-03-16,384.79,ON_TIME
PE0004794,LN003041,41,2026-05-09,729.58,ON_TIME
PE0007437,LN000210,5,2024-05-12,861.4,LATE
PE0016085,LN002054,27,2023-07-28,249.65,LATE
PE0005959,LN002847,14,2022-08-27,391.88,LATE
PE0014111,LN001351,7,2022-09-20,1253.31,MISSED
PE0001801,LN000958,18,2024-02-02,359.22,ON_TIME
PE0017127,LN000079,18,2023-04-10,285.55,ON_TIME
PE0009450,LN001558,17,2024-01-22,423.43,ON_TIME
PE0022745,LN000272,16,2023-03-19,1147.2,ON_TIME
PE0006039,LN002627,58,2028-09-10,265.43,ON_TIME
PE0006503,LN001132,32,2024-07-22,665.2,ON_TIME
PE0008222,LN002835,4,2022-02-08,600.84,ON_TIME
PE0022802,LN001272,1,2022-08-25,1015.87,ON_TIME
PE0013896,LN002802,5,2022-03-16,714.69,ON_TIME
PE0002802,LN001984,23,2024-12-30,840.13,ON_TIME
PE0018122,LN000276,2,2021-07-06,714.34,ON_TIME
PE0015308,LN000817,1,2023-05-29,104.66,ON_TIME
PE0002923,LN002599,50,2027-05-13,180.73,ON_TIME
PE0021001,LN001383,19,2024-07-05,507.57,ON_TIME
PE0007742,LN003407,17,2022-05-28,1123.02,ON_TIME
PE0012857,LN002456,28,2024-12-08,61.46,ON_TIME
PE0011249,LN003397,38,2024-11-28,730.35,ON_TIME
PE0008470,LN000088,31,2025-01-27,707.81,ON_TIME
PE0020073,LN003083,4,2022-11-01,881.08,ON_TIME
PE0021876,LN001037,1,2021-10-18,546.32,ON_TIME
PE0001246,LN001250,52,2027-02-11,532.27,ON_TIME
PE0020172,LN002517,46,2024-10-14,722.06,ON_TIME
PE0004538,LN000828,2,2022-09-02,1011.02,ON_TIME
PE0020487,LN002849,49,2027-06-27,371.47,ON_TIME
PE0018733,LN000595,29,2024-05-27,1064.23,ON_TIME
PE0004054,LN003482,55,2027-08-14,60.71,ON_TIME
PE0005932,LN003018,6,2023-05-02,639.01,ON_TIME
PE0003240,LN002242,36,2026-11-21,686.22,ON_TIME
PE0012605,LN000511,4,2021-12-18,277.54,ON_TIME
PE0000109,LN000484,29,2025-08-22,831.97,LATE
PE0017805,LN002763,1,2022-07-23,847.11,ON_TIME
PE0008284,LN002983,6,2023-05-30,954.77,ON_TIME
PE0023327,LN000356,23,2023-06-05,1154.55,ON_TIME
PE0018660,LN003460,3,2022-05-21,1201.04,ON_TIME
PE0020552,LN003490,48,2026-08-13,413.64,ON_TIME
PE0016363,LN001503,22,2023-03-28,555.79,ON_TIME
PE0011320,LN000804,13,2025-01-22,1047.09,ON_TIME
PE0016048,LN003435,15,2023-04-22,132.34,ON_TIME
PE0020020,LN002004,23,2023-10-16,391.72,ON_TIME
PE0005845,LN001613,4,2023-04-13,939.15,ON_TIME
PE0003535,LN001497,8,2021-11-19,919.41,ON_TIME
PE0004395,LN000160,13,2022-09-23,1128.89,MISSED
PE0005874,LN001613,33,2025-08-30,958.28,ON_TIME
PE0011331,LN000804,24,2025-12-18,1014.57,ON_TIME
PE0021809,LN001753,59,2027-06-03,34.34,ON_TIME
PE0022097,LN002001,29,2023-10-24,752.46,ON_TIME
PE0019420,LN002130,11,2024-04-26,991.66,ON_TIME
PE0019440,LN003235,11,2022-02-04,25.45,LATE
PE0004349,LN001659,2,2023-12-31,1060.91,ON_TIME
PE0003568,LN002753,32,2026-02-22,68.05,ON_TIME
PE0014443,LN001279,3,2023-08-12,122.93,ON_TIME
PE0007434,LN000210,2,2024-02-12,846.43,ON_TIME
PE0015016,LN001333,9,2023-01-19,1083.19,ON_TIME
PE0017104,LN001463,20,2025-03-28,1048.81,ON_TIME
PE0009351,LN002540,2,2022-07-17,730.54,ON_TIME
PE0005151,LN000570,30,2025-12-12,170.22,ON_TIME
PE0021175,LN000796,8,2024-01-10,377.15,LATE
PE0014659,LN001611,42,2026-05-16,53.27,LATE
PE0017137,LN000079,28,2024-02-04,295.24,ON_TIME
PE0010058,LN002437,14,2022-05-26,638.38,ON_TIME
PE0015677,LN003231,26,2025-01-28,670.74,ON_TIME
PE0016880,LN001870,24,2023-09-05,692.24,ON_TIME
PE0000974,LN003301,31,2023-12-17,366.36,ON_TIME
PE0015072,LN000704,5,2021-08-17,1277.01,ON_TIME
PE0004300,LN002234,16,2024-02-09,1055.95,ON_TIME
PE0022505,LN001145,4,2022-06-09,342.27,ON_TIME
PE0003654,LN000033,20,2024-04-01,426.42,ON_TIME
PE0005873,LN001613,32,2025-07-31,967.52,ON_TIME
PE0004839,LN003218,14,2023-06-03,1305.45,ON_TIME
PE0007599,LN001009,34,2026-05-02,1275.31,ON_TIME
PE0007378,LN003362,6,2023-04-06,1159.03,ON_TIME
PE0003037,LN000022,8,2023-10-01,1356.37,ON_TIME
PE0001790,LN000958,7,2023-03-09,354.16,ON_TIME
PE0014762,LN003317,49,2025-07-13,178.19,ON_TIME
PE0013740,LN001573,24,2024-04-27,57.07,ON_TIME
PE0013663,LN003348,1,2022-02-04,128.28,ON_TIME
PE0003089,LN000906,17,2024-02-04,342.93,ON_TIME
PE0006721,LN000549,48,2027-02-01,411.1,ON_TIME
PE0007196,LN002903,4,2023-11-05,39.27,ON_TIME
PE0009268,LN001419,23,2025-10-23,127.59,ON_TIME
PE0015571,LN002792,34,2026-02-17,1205.2,ON_TIME
PE0015086,LN000704,19,2022-10-11,1356.36,ON_TIME
PE0007465,LN001458,20,2023-05-28,82.26,ON_TIME
PE0002826,LN001510,2,2022-04-24,176.59,ON_TIME
PE0016069,LN002054,11,2022-04-04,231.88,ON_TIME
PE0006331,LN002061,16,2023-12-20,405.36,ON_TIME
PE0000011,LN001917,11,2022-07-09,129.56,ON_TIME
PE0010840,LN002947,51,2028-01-12,1277.67,ON_TIME
PE0005869,LN001613,28,2025-04-02,937.92,ON_TIME
PE0008856,LN001825,12,2024-09-21,242.74,ON_TIME
PE0001427,LN002821,6,2023-09-26,77.16,ON_TIME
PE0021309,LN001177,4,2021-11-09,238.78,ON_TIME
PE0011458,LN002589,21,2024-09-03,366.55,ON_TIME
PE0021037,LN000879,5,2021-11-03,79.63,ON_TIME
PE0021195,LN001694,15,2023-10-04,228.26,ON_TIME
PE0004815,LN002481,2,2022-01-03,1175.69,ON_TIME
PE0017781,LN003291,13,2023-10-26,306.28,ON_TIME
PE0020007,LN002004,10,2022-09-21,403.91,ON_TIME
PE0009408,LN002540,59,2027-03-23,713.45,ON_TIME
PE0019781,LN002834,1,2022-10-30,1109.34,ON_TIME
PE0010586,LN000894,38,2026-08-27,819.18,ON_TIME
PE0002785,LN001984,6,2023-08-08,842.0,ON_TIME
PE0013024,LN002186,20,2025-04-30,788.08,LATE
PE0022606,LN000238,15,2022-12-21,651.4,ON_TIME
PE0016652,LN001556,19,2024-12-05,861.62,ON_TIME
PE0008516,LN000462,5,2022-04-08,556.1,ON_TIME
PE0001345,LN003156,19,2024-06-30,833.66,ON_TIME
PE0021802,LN001753,52,2026-11-05,36.11,LATE
PE0012650,LN001764,35,2024-06-14,215.46,ON_TIME
PE0000373,LN001044,11,2023-05-02,1137.57,ON_TIME
PE0000910,LN003182,16,2024-03-21,743.3,ON_TIME
PE0011799,LN002244,6,2022-01-01,72.89,ON_TIME
PE0016489,LN001362,20,2025-03-06,953.04,ON_TIME
PE0003400,LN001625,19,2022-10-12,965.2,ON_TIME
PE0000497,LN002057,3,2021-12-22,1010.19,ON_TIME
PE0018639,LN002383,4,2023-08-02,1313.57,ON_TIME
PE0018729,LN000595,25,2024-01-28,1034.4,ON_TIME
PE0017566,LN003488,7,2022-09-24,500.38,ON_TIME
PE0019666,LN000528,35,2024-06-22,717.21,ON_TIME
PE0018691,LN003460,34,2024-12-06,1111.19,ON_TIME
PE0012360,LN001355,1,2023-06-26,688.39,MISSED
PE0011663,LN002373,32,2024-03-07,620.43,ON_TIME
PE0005303,LN000567,33,2024-01-11,412.71,ON_TIME
PE0019169,LN000395,27,2023-03-22,1134.28,ON_TIME
PE0011416,LN001205,8,2022-11-04,115.79,ON_TIME
PE0001245,LN001250,51,2027-01-12,525.84,ON_TIME
PE0004366,LN001659,19,2025-05-24,1122.61,ON_TIME
PE0019728,LN002124,37,2025-08-17,186.84,ON_TIME
PE0001196,LN001250,2,2023-01-03,516.87,ON_TIME
PE0002991,LN002722,22,2023-01-16,687.67,ON_TIME
PE0004954,LN002473,21,2024-11-08,472.23,ON_TIME
PE0022299,LN001352,16,2023-11-24,1129.93,ON_TIME
PE0001424,LN002821,3,2023-06-28,78.61,ON_TIME
PE0018884,LN002797,18,2023-09-12,903.44,ON_TIME
PE0000257,LN002594,47,2026-02-04,23.15,ON_TIME
PE0008206,LN001413,48,2026-03-25,267.53,ON_TIME
PE0022368,LN002090,13,2022-11-03,655.98,ON_TIME
PE0008481,LN000039,6,2024-01-28,70.61,ON_TIME
PE0006288,LN000937,47,2026-06-14,337.09,ON_TIME
PE0016402,LN000807,5,2023-01-10,280.28,ON_TIME
PE0015730,LN003477,3,2022-12-10,154.35,ON_TIME
PE0017919,LN003409,4,2024-01-18,582.98,ON_TIME
PE0018986,LN003065,58,2027-10-07,525.59,ON_TIME
PE0023417,LN000977,48,2025-05-12,249.97,ON_TIME
PE0023523,LN003419,58,2028-09-22,434.48,ON_TIME
PE0022163,LN003383,9,2022-08-23,1267.7,LATE
PE0013125,LN002883,8,2022-04-25,499.62,ON_TIME
PE0021647,LN001335,31,2025-07-28,789.3,ON_TIME
PE0012731,LN000632,20,2024-03-19,1038.09,ON_TIME
PE0012569,LN002758,7,2024-02-13,275.86,ON_TIME
PE0001233,LN001250,39,2026-01-17,532.32,LATE
PE0016781,LN000766,22,2025-08-02,571.86,ON_TIME
PE0015432,LN003250,28,2025-05-04,1371.37,ON_TIME
PE0013664,LN003348,2,2022-03-06,130.73,ON_TIME
PE0010868,LN002005,19,2022-09-29,561.78,ON_TIME
PE0007523,LN002181,18,2022-09-17,1115.77,ON_TIME
PE0009305,LN002882,16,2023-04-09,158.24,LATE
PE0023564,LN002705,2,2022-09-09,43.06,ON_TIME
PE0017760,LN001115,28,2023-08-17,348.66,ON_TIME
PE0021015,LN001383,33,2025-08-29,504.49,ON_TIME
PE0007881,LN002487,6,2024-01-24,770.1,ON_TIME
PE0021217,LN001694,37,2025-07-25,220.65,ON_TIME
PE0005131,LN000570,10,2024-04-21,168.91,ON_TIME
PE0005913,LN001824,12,2024-10-16,584.9,ON_TIME
PE0021374,LN000960,1,2023-02-06,134.85,ON_TIME
PE0008460,LN000088,21,2024-04-02,742.85,ON_TIME
PE0003924,LN000443,42,2026-03-27,326.4,ON_TIME
PE0013887,LN000426,14,2022-11-18,118.71,ON_TIME
PE0022763,LN000272,34,2024-09-09,1219.82,ON_TIME
PE0006128,LN001268,41,2024-11-19,417.06,ON_TIME
PE0016704,LN001655,35,2025-06-02,181.35,ON_TIME
PE0015113,LN000593,10,2022-06-17,708.62,ON_TIME
PE0020953,LN001737,39,2027-01-17,366.44,ON_TIME
PE0014014,LN001286,8,2023-08-17,278.43,ON_TIME
PE0007820,LN003448,14,2024-02-04,283.3,ON_TIME
PE0006508,LN001132,37,2024-12-19,635.89,ON_TIME
PE0023026,LN002305,21,2025-02-02,925.55,ON_TIME
PE0020690,LN002015,56,2027-12-15,398.54,ON_TIME
PE0016220,LN001002,11,2023-12-17,1206.56,LATE
PE0017471,LN000857,8,2023-11-23,446.72,ON_TIME
PE0001380,LN003156,54,2027-05-16,771.26,ON_TIME
PE0007690,LN002082,12,2023-03-28,217.54,ON_TIME
PE0003689,LN000033,55,2027-02-15,429.64,ON_TIME
PE0011904,LN000281,3,2023-05-26,1115.23,ON_TIME
PE0005875,LN001613,34,2025-09-29,953.74,ON_TIME
PE0016167,LN000398,34,2025-07-13,114.72,ON_TIME
PE0004760,LN003041,7,2023-07-24,748.67,ON_TIME
PE0004513,LN001542,13,2023-01-10,655.44,ON_TIME
PE0020226,LN001888,40,2025-03-03,601.45,ON_TIME
PE0022506,LN001145,5,2022-07-09,360.65,ON_TIME
PE0014251,LN001722,5,2021-06-29,814.08,MISSED
PE0003791,LN000324,8,2024-04-19,745.48,ON_TIME
PE0008813,LN003118,23,2025-02-28,1018.72,ON_TIME
PE0005800,LN001568,59,2028-02-25,586.42,ON_TIME
PE0000653,LN000868,55,2026-08-23,105.32,ON_TIME
PE0015031,LN001333,24,2024-04-13,1085.65,ON_TIME
PE0022809,LN001272,8,2023-03-23,1001.41,ON_TIME
PE0020267,LN001008,1,2021-06-13,644.58,ON_TIME
PE0011666,LN002373,35,2024-06-05,640.91,ON_TIME
PE0007873,LN001367,7,2024-04-15,144.38,ON_TIME
PE0021508,LN001940,15,2022-04-30,529.74,ON_TIME
PE0014703,LN002936,26,2025-06-16,1633.41,ON_TIME
PE0005329,LN000567,59,2026-03-01,404.66,ON_TIME
PE0007220,LN002829,14,2022-07-18,512.61,ON_TIME
PE0021009,LN001383,27,2025-03-02,522.95,LATE
PE0014928,LN002805,15,2024-04-15,914.14,MISSED
PE0011163,LN002733,24,2025-07-03,382.51,ON_TIME
PE0013212,LN002288,45,2026-05-01,257.5,ON_TIME
PE0021010,LN001383,28,2025-04-01,511.97,ON_TIME
PE0006153,LN001010,6,2022-11-09,87.9,ON_TIME
PE0011664,LN002373,33,2024-04-06,631.77,ON_TIME
PE0010709,LN001276,21,2023-12-14,165.91,ON_TIME
PE0002811,LN001984,32,2025-09-26,824.51,ON_TIME
PE0023090,LN000898,14,2022-11-11,157.68,LATE
PE0023589,LN003393,21,2023-01-25,535.54,ON_TIME
PE0002690,LN003135,16,2022-06-07,1125.61,ON_TIME
PE0011162,LN002733,23,2025-06-03,375.84,ON_TIME
PE0013479,LN001289,2,2022-03-01,317.4,ON_TIME
PE0017542,LN001579,43,2025-01-29,464.28,ON_TIME
PE0019482,LN001309,25,2024-02-20,876.79,ON_TIME
PE0012617,LN001764,2,2021-09-28,209.6,ON_TIME
PE0015491,LN001192,8,2022-11-28,126.07,ON_TIME
PE0014245,LN000323,24,2025-05-26,1265.9,ON_TIME
PE0019948,LN000330,23,2025-06-24,297.94,ON_TIME
PE0003230,LN002242,26,2026-01-25,637.12,ON_TIME
PE0012364,LN001775,4,2024-02-16,703.47,ON_TIME
PE0002917,LN002599,44,2026-11-14,185.49,ON_TIME
PE0020103,LN003083,34,2025-04-19,913.41,ON_TIME
PE0001507,LN002573,16,2023-08-01,180.91,ON_TIME
PE0004367,LN001659,20,2025-06-23,1095.46,ON_TIME
PE0010589,LN000894,41,2026-11-25,830.66,ON_TIME
PE0015036,LN001333,29,2024-09-10,1033.52,ON_TIME
PE0014393,LN002898,4,2024-04-25,277.82,ON_TIME
PE0002131,LN000706,23,2023-10-24,560.72,ON_TIME
PE0011847,LN000287,11,2024-06-09,65.28,ON_TIME
PE0004229,LN000301,24,2025-09-05,660.79,ON_TIME
PE0001649,LN000775,27,2024-11-15,303.38,ON_TIME
PE0004891,LN001519,10,2023-01-06,696.26,ON_TIME
PE0000731,LN003451,55,2027-08-09,119.21,ON_TIME
PE0013633,LN001801,7,2023-03-02,1019.41,ON_TIME
PE0006767,LN002425,34,2023-12-15,653.48,ON_TIME
PE0018179,LN003437,4,2023-03-12,320.5,ON_TIME
PE0004145,LN002497,3,2023-11-04,96.62,ON_TIME
PE0008202,LN001413,44,2025-11-25,249.19,ON_TIME
PE0023513,LN003419,48,2027-11-27,447.41,ON_TIME
PE0016154,LN000398,21,2024-06-18,118.96,ON_TIME
PE0011625,LN001757,54,2026-06-18,902.38,ON_TIME
PE0009938,LN002576,8,2022-10-22,419.29,ON_TIME
PE0013604,LN002839,21,2025-06-06,698.6,ON_TIME
PE0022227,LN002781,16,2025-03-15,779.63,ON_TIME
PE0012598,LN002758,36,2026-07-02,262.43,ON_TIME
